CID	Name	Structure Path	Number of Atoms	Total Charge	HOMO-LUMO gap
5691716	(Z)-amino-[(2E,6S)-2-(4-bromo-3-methylphenyl)sulfonylimino-6-methyl-4,5,6,7-tetrahydro-1-benzothiophen-3-ylidene]methanolate	/Users/marcelmueller/source/randommolecules/example/5691716/5691716_opt.xyz	43	-1	1.423
5694531	4-bromo-N-[(Z)-2,3-dihydro-1,4-benzodioxin-6-ylmethylideneamino]benzamide	/Users/marcelmueller/source/randommolecules/example/5694531/5694531_opt.xyz	35	0	2.499
5694952	N-[(Z)-[(E)-3-(2-nitrophenyl)prop-2-enylidene]amino]-1H-indole-3-carboxamide	/Users/marcelmueller/source/randommolecules/example/5694952/5694952_opt.xyz	39	0	1.742
5702803	bis(1,1,1,3,3,3-hexafluoropropan-2-yl) (E)-but-2-enedioate	/Users/marcelmueller/source/randommolecules/example/5702803/5702803_opt.xyz	30	0	3.129
5716409	5-[4-(dimethylamino)phenyl]-1-methyl-2,3,5,7,8,9-hexahydropyrazolo[3,4-c]isoquinolin-6-one	/Users/marcelmueller/source/randommolecules/example/5716409/5716409_opt.xyz	46	0	1.616
5722607	2-[(2-chlorophenyl)methylsulfanyl]-N-[(Z)-1-(3-iodophenyl)ethylideneamino]acetamide	/Users/marcelmueller/source/randommolecules/example/5722607/5722607_opt.xyz	39	0	2.365
5755727	N-[(Z)-[4-(2,4-dimethoxyanilino)-4-oxobutan-2-ylidene]amino]pyrazine-2-carboxamide	/Users/marcelmueller/source/randommolecules/example/5755727/5755727_opt.xyz	45	0	1.879
5761991	N-[4-[[(E)-3-(5-bromo-2-methoxyphenyl)prop-2-enoyl]amino]phenyl]-4-tert-butylbenzamide	/Users/marcelmueller/source/randommolecules/example/5761991/5761991_opt.xyz	60	0	2.119
5788614	(5Z)-3-(5-chloro-1,3-benzothiazol-2-yl)-5-[(2-chlorophenyl)methylidene]-2-phenylimidazol-4-one	/Users/marcelmueller/source/randommolecules/example/5788614/5788614_opt.xyz	43	0	1.842
5809498	4-chloro-N-[1-[2-[(E)-(3-chloro-5-methoxy-6-oxocyclohexa-2,4-dien-1-ylidene)methyl]hydrazinyl]-3-methyl-1-oxobutan-2-yl]benzamide	/Users/marcelmueller/source/randommolecules/example/5809498/5809498_opt.xyz	50	0	1.583
5814073	[(E)-[amino-(4-amino-1,2,5-oxadiazol-3-yl)methylidene]amino] N-(3-chlorophenyl)carbamate	/Users/marcelmueller/source/randommolecules/example/5814073/5814073_opt.xyz	29	0	2.844
5815946	(E)-2-cyano-3-[2-[2-(4-methoxyanilino)-2-oxoethoxy]phenyl]-N-phenylprop-2-enamide	/Users/marcelmueller/source/randommolecules/example/5815946/5815946_opt.xyz	53	0	1.846
5830173	N-[[(4Z)-4-(3H-1,3-benzothiazol-2-ylidene)-3-oxocyclohexa-1,5-dien-1-yl]carbamothioyl]-2-methoxybenzamide	/Users/marcelmueller/source/randommolecules/example/5830173/5830173_opt.xyz	47	0	1.568
5839258	[3-[(Z)-[(4-methylphenyl)sulfonylhydrazinylidene]methyl]phenyl] 3-chloro-1-benzothiophene-2-carboxylate	/Users/marcelmueller/source/randommolecules/example/5839258/5839258_opt.xyz	49	0	2.339
5855712	(E)-3-(5-bromo-2-methoxyphenyl)-N-[4-(4-ethylpiperazin-1-yl)phenyl]prop-2-enamide	/Users/marcelmueller/source/randommolecules/example/5855712/5855712_opt.xyz	54	0	1.484
5858613	methyl (4Z)-1-(3,4-dimethoxyphenyl)-4-[[1-(4-fluorophenyl)-2,5-dimethylpyrrol-3-yl]methylidene]-2-methyl-5-oxopyrrole-3-carboxylate	/Users/marcelmueller/source/randommolecules/example/5858613/5858613_opt.xyz	63	0	2.007
5879855	1-(4-methylphenyl)-3-phenyl-4-(4-phenylmethoxyphenyl)-2,4-dihydropyrazolo[3,4-e][1,4]thiazepin-7-one	/Users/marcelmueller/source/randommolecules/example/5879855/5879855_opt.xyz	65	0	2.141
5888416	3-bromo-N-[(Z)-1-(3,4-dimethoxyphenyl)-3-oxo-3-(6-oxo-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-11-yl)prop-1-en-2-yl]benzamide	/Users/marcelmueller/source/randommolecules/example/5888416/5888416_opt.xyz	66	0	2.112
5899249	(5Z)-2-(5-chloro-2-methoxyphenyl)imino-5-(5-chloro-3-methyl-1,3-benzothiazol-2-ylidene)-3-cyclohexyl-1,3-thiazolidin-4-one	/Users/marcelmueller/source/randommolecules/example/5899249/5899249_opt.xyz	56	0	1.921
5901296	(5E)-3-[(2-chlorophenyl)methyl]-5-[[1-(2-morpholin-4-yl-2-oxoethyl)indol-3-yl]methylidene]-1,3-thiazolidine-2,4-dione	/Users/marcelmueller/source/randommolecules/example/5901296/5901296_opt.xyz	56	0	2.018
5908857	(1E)-2-(5-chloro-3-methyl-1-benzothiophen-2-yl)-2-oxo-N-(4-propan-2-ylanilino)ethanimidoyl cyanide	/Users/marcelmueller/source/randommolecules/example/5908857/5908857_opt.xyz	45	0	1.913
5918984	N-[1-[8-[(E)-3-(2-ethoxyphenyl)prop-2-enoyl]-2,8-diazaspiro[4.5]decan-2-yl]-4-methylsulfanyl-1-oxobutan-2-yl]formamide	/Users/marcelmueller/source/randommolecules/example/5918984/5918984_opt.xyz	68	0	2.695
5936259	7-benzyl-1,3-dimethyl-8-[(2Z)-2-[(4-phenylmethoxyphenyl)methylidene]hydrazinyl]purine-2,6-dione	/Users/marcelmueller/source/randommolecules/example/5936259/5936259_opt.xyz	63	0	2.504
5939415	N'-[(E)-(5-methyl-6-oxocyclohexa-2,4-dien-1-ylidene)methyl]-2-(2,3,6-trimethylphenoxy)acetohydrazide	/Users/marcelmueller/source/randommolecules/example/5939415/5939415_opt.xyz	46	0	1.885
5940876	ethyl (2Z)-7-methyl-2-[(4-methylphenyl)methylidene]-3-oxo-5-thiophen-2-yl-5H-[1,3]thiazolo[3,2-a]pyrimidine-6-carboxylate	/Users/marcelmueller/source/randommolecules/example/5940876/5940876_opt.xyz	49	0	1.881
5956286	N'-[(Z)-(3-bromo-5-ethoxy-4-phenylmethoxyphenyl)methylideneamino]-N-(2-bromophenyl)propanediamide	/Users/marcelmueller/source/randommolecules/example/5956286/5956286_opt.xyz	57	0	2.536
5957888	(E)-2-cyano-N-[4-(difluoromethylsulfanyl)phenyl]-3-(1-phenyl-3-thiophen-2-ylpyrazol-4-yl)prop-2-enamide	/Users/marcelmueller/source/randommolecules/example/5957888/5957888_opt.xyz	49	0	2.029
5966098	(E)-N-(5-chloro-2-phenoxyphenyl)-3-(2,3,4-trimethoxyphenyl)prop-2-enamide	/Users/marcelmueller/source/randommolecules/example/5966098/5966098_opt.xyz	53	0	2.617
6006981	2-(3,5-dimethyl-4-nitropyrazol-1-yl)-N-[(Z)-[4-(2,4-dinitrophenoxy)phenyl]methylideneamino]propanamide	/Users/marcelmueller/source/randommolecules/example/6006981/6006981_opt.xyz	55	0	1.907
6027764	[4-[(Z)-[[2-(4-cyanoanilino)-2-oxoacetyl]hydrazinylidene]methyl]phenyl] benzoate	/Users/marcelmueller/source/randommolecules/example/6027764/6027764_opt.xyz	47	0	2.505
6029681	1-[(Z)-[3,4-bis(phenylmethoxy)phenyl]methylideneamino]-3-cyclohexylthiourea	/Users/marcelmueller/source/randommolecules/example/6029681/6029681_opt.xyz	65	0	1.680
6056840	[2-acetyloxy-4-[(Z)-[2-(4-methylphenyl)-5-oxo-1,3-oxazol-4-ylidene]methyl]phenyl] acetate	/Users/marcelmueller/source/randommolecules/example/6056840/6056840_opt.xyz	45	0	1.972
6060420	5-[(Z)-3-chlorobut-2-enyl]-5-hexyl-2-sulfanylidene-1,3-diazinane-4,6-dione	/Users/marcelmueller/source/randommolecules/example/6060420/6060420_opt.xyz	41	0	1.881
6066664	(4E)-4-[(3-bromophenyl)methylidene]-2-thiophen-2-yl-1,3-oxazol-5-one	/Users/marcelmueller/source/randommolecules/example/6066664/6066664_opt.xyz	27	0	2.114
6067815	N-(1,3-benzodioxol-5-yl)-2-[(5Z)-5-[(3-chloro-4-hydroxyphenyl)methylidene]-2,4-dioxo-1,3-thiazolidin-3-yl]acetamide	/Users/marcelmueller/source/randommolecules/example/6067815/6067815_opt.xyz	42	0	1.729
6067973	3-[3-chloro-5-(trifluoromethyl)pyridin-2-yl]sulfanyl-5-[(E)-2-(4-propan-2-ylanilino)ethenyl]-1,2-thiazole-4-carbonitrile	/Users/marcelmueller/source/randommolecules/example/6067973/6067973_opt.xyz	47	0	2.004
6072818	2-phenoxyethyl (E)-3-phenylprop-2-enoate	/Users/marcelmueller/source/randommolecules/example/6072818/6072818_opt.xyz	36	0	2.500
6099511	2-[[(5Z)-5-indol-3-ylidene-4-methyl-1H-1,2,4-triazol-3-yl]sulfanyl]-N-(4-methylphenyl)acetamide	/Users/marcelmueller/source/randommolecules/example/6099511/6099511_opt.xyz	46	0	2.116
6122543	(4E)-4-[hydroxy-(4-methoxyphenyl)methylidene]-1-(3-morpholin-4-ylpropyl)-5-(3-pentoxyphenyl)pyrrolidine-2,3-dione	/Users/marcelmueller/source/randommolecules/example/6122543/6122543_opt.xyz	76	0	1.300
6142673	methyl 2-[(5Z)-5-(5-methyl-2-oxo-1H-indol-3-ylidene)-4-oxo-2-sulfanylidene-1,3-thiazolidin-3-yl]propanoate	/Users/marcelmueller/source/randommolecules/example/6142673/6142673_opt.xyz	38	0	0.974
6142995	3-N-[(Z)-[5-(2,5-dichlorophenyl)furan-2-yl]methylideneamino]-1,2,4-triazole-3,4-diamine	/Users/marcelmueller/source/randommolecules/example/6142995/6142995_opt.xyz	32	0	2.229
6145994	N'-[(Z)-(2-butoxyphenyl)methylideneamino]-N-(2,4-dimethylphenyl)propanediamide	/Users/marcelmueller/source/randommolecules/example/6145994/6145994_opt.xyz	55	0	2.484
6156777	(5Z)-2-(5-chloro-2-methoxyphenyl)imino-3-cyclohexyl-5-(3-methyl-1,3-benzothiazol-2-ylidene)-1,3-thiazolidin-4-one	/Users/marcelmueller/source/randommolecules/example/6156777/6156777_opt.xyz	56	0	1.972
6176112	4-[2-[(Z)-(2-methylindol-3-ylidene)methyl]hydrazinyl]-6-morpholin-4-yl-N-naphthalen-2-yl-1,3,5-triazin-2-amine	/Users/marcelmueller/source/randommolecules/example/6176112/6176112_opt.xyz	62	0	2.272
6198542	[(Z)-[1,7,7-trimethyl-4-[(4-nitrophenyl)carbamoyl]-2-bicyclo[2.2.1]heptanylidene]amino] 2-bromobenzoate	/Users/marcelmueller/source/randommolecules/example/6198542/6198542_opt.xyz	57	0	2.256
6204325	(5Z)-5-(furan-2-ylmethylidene)-3-(4-morpholin-4-yl-4-oxobutyl)-2-sulfanylidene-1,3-thiazolidin-4-one	/Users/marcelmueller/source/randommolecules/example/6204325/6204325_opt.xyz	42	0	1.242
6206538	3-[(5Z)-5-[(3-methoxy-4-nonan-2-yloxyphenyl)methylidene]-4-oxo-2-sulfanylidene-1,3-thiazolidin-3-yl]propanoic acid	/Users/marcelmueller/source/randommolecules/example/6206538/6206538_opt.xyz	62	0	1.405
6214500	(E)-3-(3-methoxyanilino)-2-(3-methylpyridin-1-ium-1-yl)-1-(4-nitrophenyl)-3-sulfanylprop-2-en-1-one	/Users/marcelmueller/source/randommolecules/example/6214500/6214500_opt.xyz	50	1	2.007
6282686	2-[2-chloro-4-[(Z)-2-cyano-2-[4-(trifluoromethyl)phenyl]ethenyl]phenoxy]acetamide	/Users/marcelmueller/source/randommolecules/example/6282686/6282686_opt.xyz	38	0	2.258
6295406	(4Z)-4-[hydroxy-(4-methoxyphenyl)methylidene]-1,5-diphenylpyrrolidine-2,3-dione	/Users/marcelmueller/source/randommolecules/example/6295406/6295406_opt.xyz	48	0	1.891
6304412	(5Z)-5-[[1-[4-(diethylamino)phenyl]-2,5-dimethylpyrrol-3-yl]methylidene]-3-(2-oxo-2-pyrrolidin-1-ylethyl)-1,3-thiazolidine-2,4-dione	/Users/marcelmueller/source/randommolecules/example/6304412/6304412_opt.xyz	66	0	2.036
6305148	(5Z)-3-(furan-2-ylmethyl)-5-[[3-[2-(4-methoxyphenoxy)ethoxy]phenyl]methylidene]-2-sulfanylidene-1,3-thiazolidin-4-one	/Users/marcelmueller/source/randommolecules/example/6305148/6305148_opt.xyz	53	0	1.282
6319657	(4E)-1-(4,6-dimethyl-1,3-benzothiazol-2-yl)-4-[hydroxy-(2-methylimidazo[1,2-a]pyridin-3-yl)methylidene]-5-phenylpyrrolidine-2,3-dione	/Users/marcelmueller/source/randommolecules/example/6319657/6319657_opt.xyz	58	0	1.852
6330159	N,N-bis(dimethylarsanyl)methanamine	/Users/marcelmueller/source/randommolecules/example/6330159/6330159_opt.xyz	23	0	5.322
6343198	[amino-(3-bromophenyl)methylidene]-(2-chlorobenzoyl)oxyazanium	/Users/marcelmueller/source/randommolecules/example/6343198/6343198_opt.xyz	31	1	1.991
6399761	N-[[4-(4-chlorophenyl)-2-imino-1,3-thiazol-5-ylidene]amino]-3-nitroaniline	/Users/marcelmueller/source/randommolecules/example/6399761/6399761_opt.xyz	34	0	1.498
6414092	5-amino-6-[(E)-(3-hydroxy-4-oxocyclohexa-2,5-dien-1-ylidene)methyl]-2-(2-morpholin-4-yl-2-oxoethyl)-[1,3,4]thiadiazolo[3,2-a]pyrimidin-7-one	/Users/marcelmueller/source/randommolecules/example/6414092/6414092_opt.xyz	46	0	1.534
6418009	methyl 4-butyl-6-(2-fluoro-1,2-dihydroxyethyl)-5-hydroxy-8-oxo-5,6-dihydropyrano[3,4-c]pyridazine-3-carboxylate	/Users/marcelmueller/source/randommolecules/example/6418009/6418009_opt.xyz	44	0	1.591
6420846	2-methylpropyl 2-(2-fluoroanilino)-2-oxoacetate	/Users/marcelmueller/source/randommolecules/example/6420846/6420846_opt.xyz	31	0	2.980
6424146	bis(6-ethyloctan-3-yl) benzene-1,2-dicarboxylate	/Users/marcelmueller/source/randommolecules/example/6424146/6424146_opt.xyz	78	0	3.294
6426594	[dimethyl-(2,3,4,5,6-pentafluorophenyl)silyl] tricosanoate	/Users/marcelmueller/source/randommolecules/example/6426594/6426594_opt.xyz	90	0	3.001
6471491	3-[(4-fluorophenoxy)methyl]-6-pyridin-2-yl-[1,2,4]triazolo[3,4-b][1,3,4]thiadiazole	/Users/marcelmueller/source/randommolecules/example/6471491/6471491_opt.xyz	33	0	2.066
6492861	3-[2-(5-chlorothiophen-2-yl)-2-oxoethyl]sulfanyl-6-thiophen-2-yl-2H-1,2,4-triazin-5-one	/Users/marcelmueller/source/randommolecules/example/6492861/6492861_opt.xyz	30	0	2.078
6499564	2-[(7-cyano-2,4-dioxo-1H-thieno[3,2-d]pyrimidin-6-yl)sulfanyl]-N-(5-ethyl-1,3,4-thiadiazol-2-yl)acetamide	/Users/marcelmueller/source/randommolecules/example/6499564/6499564_opt.xyz	35	0	1.905
6500376	methyl 4-(4-hydroxy-3,5-dimethoxyphenyl)-2-methyl-1,4-dihydropyrimido[1,2-a]benzimidazole-3-carboxylate	/Users/marcelmueller/source/randommolecules/example/6500376/6500376_opt.xyz	50	0	2.612
6513494	N-[(5Z)-5-[[5-[2-chloro-5-(trifluoromethyl)phenyl]furan-2-yl]methylidene]-4-oxo-2-sulfanylidene-1,3-thiazolidin-3-yl]-2-phenylacetamide	/Users/marcelmueller/source/randommolecules/example/6513494/6513494_opt.xyz	48	0	1.264
6514682	(NE)-N-(4-fluoro-3-prop-2-ynyl-1,3-benzothiazol-2-ylidene)-4-oxochromene-2-carboxamide	/Users/marcelmueller/source/randommolecules/example/6514682/6514682_opt.xyz	38	0	2.304
6523855	(4E)-4-[[2-(4-amino-5-methyl-1,2,4-triazol-3-yl)hydrazinyl]methylidene]-2-methoxy-6-prop-2-enylcyclohexa-2,5-dien-1-one	/Users/marcelmueller/source/randommolecules/example/6523855/6523855_opt.xyz	40	0	1.716
6526417	N-[4-[[[(1E)-1-(4-methoxy-6-oxocyclohexa-2,4-dien-1-ylidene)ethyl]amino]carbamoyl]phenyl]thiophene-2-sulfonamide	/Users/marcelmueller/source/randommolecules/example/6526417/6526417_opt.xyz	49	0	1.685
6532957	4-[[2-[[(2Z)-2-[(3-methoxyphenyl)methylidene]-3-oxo-1-benzofuran-6-yl]oxy]acetyl]amino]butanoic acid	/Users/marcelmueller/source/randommolecules/example/6532957/6532957_opt.xyz	51	0	2.248
6534549	(5E)-5-[[3-(4-methylphenyl)-1-phenylpyrazol-4-yl]methylidene]-3-prop-2-enyl-2-sulfanylidene-1,3-thiazolidin-4-one	/Users/marcelmueller/source/randommolecules/example/6534549/6534549_opt.xyz	48	0	1.379
6534555	(NE)-2-bromo-N-[3-(2-methoxyethyl)-6-sulfamoyl-1,3-benzothiazol-2-ylidene]benzamide	/Users/marcelmueller/source/randommolecules/example/6534555/6534555_opt.xyz	43	0	3.108
6545096	(1R,3S,4S,5R,8S,10S,14R)-10,14-dimethyl-5-(pyrrolidin-1-ylmethyl)-2,7-dioxatetracyclo[8.4.0.01,3.04,8]tetradecan-6-one	/Users/marcelmueller/source/randommolecules/example/6545096/6545096_opt.xyz	52	0	3.098
6546769	(3aS)-3a-[(E)-2-(2-hydroxyphenyl)ethenyl]-4,4,6-trimethyl-1,3-dihydroimidazo[1,2-a]indol-2-one	/Users/marcelmueller/source/randommolecules/example/6546769/6546769_opt.xyz	47	0	2.572
6547319	ethyl (3aR,6aS)-4,6-dioxo-6a-phenyl-5-[3-(trifluoromethyl)phenyl]-1,3a-dihydropyrrolo[3,4-c]pyrazole-3-carboxylate	/Users/marcelmueller/source/randommolecules/example/6547319/6547319_opt.xyz	47	0	2.934
6555333	(1R,8aR)-1-cyclohexyl-2-[(2,5-dimethoxyphenyl)methyl]-3,4,6,7,8,8a-hexahydro-1H-pyrrolo[1,2-a]pyrazine	/Users/marcelmueller/source/randommolecules/example/6555333/6555333_opt.xyz	60	0	2.920
6560981	methyl 4-[(2R,3R)-1-[2-(dimethylamino)ethyl]-2-(3-methoxyphenyl)-4,5-dioxopyrrolidine-3-carbonyl]-3,5-dimethyl-1H-pyrrole-2-carboxylate	/Users/marcelmueller/source/randommolecules/example/6560981/6560981_opt.xyz	62	0	1.828
6569045	(8R)-6-(5-hydroxypentyl)-2,2-dimethyl-3,6,17-triazatetracyclo[8.7.0.03,8.011,16]heptadeca-1(10),11,13,15-tetraene-4,7-dione	/Users/marcelmueller/source/randommolecules/example/6569045/6569045_opt.xyz	54	0	3.586
6573076	(2S)-2-[[4-[2-[(8R,9S,10S,13R,14R,17R)-17-hydroxy-10,13-dimethyl-3,11-dioxo-1,2,6,7,8,9,12,14,15,16-decahydrocyclopenta[a]phenanthren-17-yl]-2-oxoethoxy]-4-oxobutanoyl]amino]propanoic acid	/Users/marcelmueller/source/randommolecules/example/6573076/6573076_opt.xyz	75	0	2.499
6622971	N-butyl-N-(furan-2-ylmethyl)-4H-thieno[3,2-c]chromene-2-carboxamide	/Users/marcelmueller/source/randommolecules/example/6622971/6622971_opt.xyz	47	0	2.568
6646020	(3aS,6R,6aS,9aR,10aS,10bR)-6a,9a-dichloro-6-(3-chloro-4-hydroxy-5-methoxyphenyl)-8-methyl-2-(thiophen-2-ylmethyl)-3a,4,6,10,10a,10b-hexahydroisoindolo[5,6-e]isoindole-1,3,7,9-tetrone	/Users/marcelmueller/source/randommolecules/example/6646020/6646020_opt.xyz	62	0	2.680
6648191	methyl (3aS,6R,6aS,9aR,10aS,10bR)-6a-(4-chlorophenyl)-8-(4-fluoroanilino)-6-(3-fluoro-2-hydroxyphenyl)-1,3,7,9-tetraoxo-4,6,9a,10,10a,10b-hexahydro-3aH-isoindolo[5,6-e]isoindole-2-carboxylate	/Users/marcelmueller/source/randommolecules/example/6648191/6648191_opt.xyz	73	0	2.739
6677000	7-[[3-[3-[(2S,4S,6R)-4-(benzimidazol-1-ylmethyl)-6-[4-(hydroxymethyl)phenyl]-1,3-dioxan-2-yl]phenyl]phenyl]methylamino]-7-oxoheptanoic acid	/Users/marcelmueller/source/randommolecules/example/6677000/6677000_opt.xyz	89	0	3.284
6697668	1-ethyl-3-[[4-[(2S,4R,6S)-4-[4-(hydroxymethyl)phenyl]-6-[[1-(4-hydroxyphenyl)tetrazol-5-yl]sulfanylmethyl]-1,3-dioxan-2-yl]phenyl]methyl]urea	/Users/marcelmueller/source/randommolecules/example/6697668/6697668_opt.xyz	73	0	3.119
6715214	[(3aS,4R,7aR)-6-[(2R)-2-(2-hydroxyethylcarbamoyl)pyrrolidine-1-carbonyl]-2,2-diphenyl-3a,4,5,7a-tetrahydro-1,3-benzodioxol-4-yl] 4-[3-[(3R)-4,4-dimethyl-2-oxooxolan-3-yl]oxy-3-oxoprop-1-enyl]benzoate	/Users/marcelmueller/source/randommolecules/example/6715214/6715214_opt.xyz	100	0	2.173
6718387	(3R,4S,4aS,9bS)-3-[hexyl(octanoyl)amino]-4-hydroxy-N-(2-hydroxyethyl)-3,4,4a,9b-tetrahydrodibenzofuran-1-carboxamide	/Users/marcelmueller/source/randommolecules/example/6718387/6718387_opt.xyz	80	0	3.464
6724149	2-(1,3-benzodioxol-5-yl)-N-[(2S)-3-hydroxy-1-oxo-1-(4-pyrimidin-2-ylpiperazin-1-yl)propan-2-yl]acetamide	/Users/marcelmueller/source/randommolecules/example/6724149/6724149_opt.xyz	53	0	2.857
6724616	N-[(2S)-1-(cyclohexylamino)-3-hydroxy-1-oxopropan-2-yl]-2-[3-(trifluoromethyl)anilino]benzamide	/Users/marcelmueller/source/randommolecules/example/6724616/6724616_opt.xyz	58	0	2.997
6725661	2-(2-chloro-6-fluorophenyl)-1-[(2S,5S,6S,13S)-5,13-dihydroxy-6,10-dimethyl-5-[[methyl(2-phenylethyl)amino]methyl]-17-tricyclo[13.2.2.02,6]nonadeca-1(17),9,15,18-tetraenyl]ethanone	/Users/marcelmueller/source/randommolecules/example/6725661/6725661_opt.xyz	92	0	2.177
6747015	4-chloro-6-[4-(4-methylbenzoyl)-1,2-dihydropyrazol-3-ylidene]cyclohexa-2,4-dien-1-one	/Users/marcelmueller/source/randommolecules/example/6747015/6747015_opt.xyz	35	0	2.724
6749464	5-[(4-chloro-5-methyl-3-nitropyrazol-1-yl)methyl]-N'-[(3-methoxy-4-oxocyclohexa-2,5-dien-1-ylidene)methyl]furan-2-carbohydrazide	/Users/marcelmueller/source/randommolecules/example/6749464/6749464_opt.xyz	46	0	0.976
6753042	N-(3-chlorophenyl)-2-[[4-(2-methoxyphenyl)-5-(6-oxocyclohexa-2,4-dien-1-ylidene)-1H-1,2,4-triazol-3-yl]sulfanyl]acetamide	/Users/marcelmueller/source/randommolecules/example/6753042/6753042_opt.xyz	51	0	3.036
6767738	methyl 2-[(3-bromo-5-ethoxy-6-oxocyclohexa-2,4-dien-1-ylidene)methylamino]-6-methyl-5,7-dihydro-4H-thieno[2,3-c]pyridine-3-carboxylate	/Users/marcelmueller/source/randommolecules/example/6767738/6767738_opt.xyz	48	0	1.302
6773075	2-[[4-(4-chlorophenyl)-5-(4-methoxyphenyl)-1,2,4-triazol-3-yl]sulfanyl]-N'-[(6-oxo-5-prop-2-enylcyclohexa-2,4-dien-1-ylidene)methyl]acetohydrazide	/Users/marcelmueller/source/randommolecules/example/6773075/6773075_opt.xyz	61	0	1.875
6775371	5-(3,4-dimethyl-6-oxocyclohexa-2,4-dien-1-ylidene)-N-[2-(trifluoromethyl)phenyl]-1,2-dihydropyrazole-3-carboxamide	/Users/marcelmueller/source/randommolecules/example/6775371/6775371_opt.xyz	43	0	2.104
6785079	3-methylsulfanyl-6-(1-phenylprop-1-en-2-yl)-6,7-dihydro-[1,2,4]triazino[5,6-d][3,1]benzoxazepine	/Users/marcelmueller/source/randommolecules/example/6785079/6785079_opt.xyz	44	0	1.786
6819306	2,4-dichloro-6-[[2-(4-phenyl-1,3-thiazol-2-yl)hydrazinyl]methylidene]cyclohexa-2,4-dien-1-one	/Users/marcelmueller/source/randommolecules/example/6819306/6819306_opt.xyz	34	0	1.678
6838067	ethyl 4-[4-[[2-[2-(4-chlorophenyl)sulfanylacetyl]hydrazinyl]methylidene]-1,3-dioxoisoquinolin-2-yl]benzoate	/Users/marcelmueller/source/randommolecules/example/6838067/6838067_opt.xyz	59	0	2.429
6879374	4-[(E)-(3,4-dichlorophenyl)methylideneamino]-3-(3-ethoxyphenyl)-1H-1,2,4-triazole-5-thione	/Users/marcelmueller/source/randommolecules/example/6879374/6879374_opt.xyz	39	0	1.239
6886536	methyl 4-[(E)-[4-[(2-chlorophenyl)methyl]piperazin-1-yl]iminomethyl]benzoate	/Users/marcelmueller/source/randommolecules/example/6886536/6886536_opt.xyz	48	0	2.341
6902997	N-[(Z)-(3-methyl-1,3-benzothiazol-2-ylidene)amino]-2-(4-phenylphenyl)quinoline-4-carboxamide	/Users/marcelmueller/source/randommolecules/example/6902997/6902997_opt.xyz	58	0	2.131
6912360	(2Z)-2-(6,7-dimethoxy-3,3-dimethyl-2,4-dihydroisoquinolin-1-ylidene)-N-phenylacetamide	/Users/marcelmueller/source/randommolecules/example/6912360/6912360_opt.xyz	50	0	2.406
6919378	benzyl-[2-(4-fluoroanilino)-2-oxoethyl]azanium	/Users/marcelmueller/source/randommolecules/example/6919378/6919378_opt.xyz	35	1	3.260
6933022	(3R)-3-chloro-3-phenyl-1-azatetracyclo[7.6.1.05,16.010,15]hexadeca-5,7,9(16),10(15)-tetraene-2,4-dione	/Users/marcelmueller/source/randommolecules/example/6933022/6933022_opt.xyz	41	0	2.338
6955314	cyclohexyl-[2-[(2-methoxycarbonyl-1H-indol-3-yl)amino]-2-oxoethyl]-methylazanium	/Users/marcelmueller/source/randommolecules/example/6955314/6955314_opt.xyz	51	1	2.374
6956055	(1R)-1-(5-methoxy-2-methyl-1H-indol-3-yl)-2-(1,2,3,4-tetrahydroisoquinolin-2-ium-2-yl)ethanol	/Users/marcelmueller/source/randommolecules/example/6956055/6956055_opt.xyz	50	1	3.492
6962665	(3S)-1-[(4-bromophenyl)methyl]piperidine-3-carboxamide	/Users/marcelmueller/source/randommolecules/example/6962665/6962665_opt.xyz	34	0	3.132
6984074	diethyl-[2-[(7-phenyl-10-thia-8,13,15-triazatetracyclo[7.7.0.02,6.011,16]hexadeca-1(9),2(6),7,11(16),12,14-hexaen-12-yl)amino]ethyl]azanium	/Users/marcelmueller/source/randommolecules/example/6984074/6984074_opt.xyz	58	1	2.331
6994517	(2S,3R)-2-amino-3-hydroxy-3-thiophen-2-ylpropanoic acid	/Users/marcelmueller/source/randommolecules/example/6994517/6994517_opt.xyz	21	0	3.544
7018778	(2S)-6-(dimethylamino)-2-[(2-methylpropan-2-yl)oxycarbonylamino]hexanoic acid	/Users/marcelmueller/source/randommolecules/example/7018778/7018778_opt.xyz	45	0	2.748
7024640	[(2R)-butan-2-yl] (E)-2-cyano-3-[5-(2-nitrophenyl)furan-2-yl]prop-2-enoate	/Users/marcelmueller/source/randommolecules/example/7024640/7024640_opt.xyz	41	0	2.087
7036848	methyl (2R)-2-[[(2R)-2-(1,3-dioxoisoindol-2-yl)-3-phenylpropanoyl]amino]-3-phenylpropanoate	/Users/marcelmueller/source/randommolecules/example/7036848/7036848_opt.xyz	58	0	2.045
7037691	3-(2-methylpropylsulfanyl)-1-morpholin-4-yl-5,6,7,8-tetrahydroisoquinolin-2-ium-4-carbonitrile	/Users/marcelmueller/source/randommolecules/example/7037691/7037691_opt.xyz	49	1	2.367
7067684	ethyl (6S)-2-[[(3R)-2,3-dihydro-1,4-benzodioxine-3-carbonyl]amino]-6-methyl-4,5,6,7-tetrahydro-1-benzothiophene-3-carboxylate	/Users/marcelmueller/source/randommolecules/example/7067684/7067684_opt.xyz	51	0	2.610
