CID	Name	Structure Path	Number of Atoms	Total Charge	HOMO-LUMO gap
2945826	2-[5-[1-[acetyl(methyl)amino]cyclopentyl]tetrazol-1-yl]ethyl N-naphthalen-1-ylcarbamate	/Users/marcelmueller/source/randommolecules/example/2945826/2945826_opt.xyz	57	0	2.945
2945966	4,11-diethyl-7,14-diphenyl-1,4,8,11-tetrazatetracyclo[6.6.0.02,6.09,13]tetradecane-3,5,10,12-tetrone	/Users/marcelmueller/source/randommolecules/example/2945966/2945966_opt.xyz	60	0	2.031
2956104	1-[(3,4-dimethoxyphenyl)methyl]-3-hydroxy-3-[2-oxo-2-(2,3,5,6-tetramethylphenyl)ethyl]indol-2-one	/Users/marcelmueller/source/randommolecules/example/2956104/2956104_opt.xyz	66	0	3.285
2958465	3,5-dichloro-N-(5-chloro-6-methoxy-1,3-benzothiazol-2-yl)-4-methoxybenzamide	/Users/marcelmueller/source/randommolecules/example/2958465/2958465_opt.xyz	36	0	2.643
2966574	3-[2-(4-methoxyphenoxy)ethylsulfanyl]-5-(2-methylphenyl)-1H-1,2,4-triazole	/Users/marcelmueller/source/randommolecules/example/2966574/2966574_opt.xyz	43	0	2.557
2975854	3-hydroxy-N-[(2-methoxyphenyl)methyl]-5-nitro-2-phenyltriazol-4-imine	/Users/marcelmueller/source/randommolecules/example/2975854/2975854_opt.xyz	40	0	1.454
2986005	6-(3,4-dimethylphenyl)-[1,2,4]triazolo[3,4-b][1,3,4]thiadiazole	/Users/marcelmueller/source/randommolecules/example/2986005/2986005_opt.xyz	26	0	2.292
3003232	1-(4-cyanophenyl)-3-[C-[(2,6-dichlorophenyl)methyl]-N-ethylcarbonimidoyl]thiourea	/Users/marcelmueller/source/randommolecules/example/3003232/3003232_opt.xyz	41	0	1.892
3023510	5-chloro-2-(4-chlorophenyl)sulfanyl-N,N-dimethyl-4-nitroaniline	/Users/marcelmueller/source/randommolecules/example/3023510/3023510_opt.xyz	33	0	1.773
3024635	2-(2,6-dichlorophenyl)-3-(1,3-thiazol-2-yl)-1,3-thiazolidin-4-one	/Users/marcelmueller/source/randommolecules/example/3024635/3024635_opt.xyz	27	0	2.832
3027347	3-[2-(diethylamino)ethyl]-1H-benzimidazole-2-thione	/Users/marcelmueller/source/randommolecules/example/3027347/3027347_opt.xyz	36	0	2.353
3027439	5-[3-(5-chloro-2-hydroxyphenyl)-3-oxoprop-1-enyl]-2-hydroxybenzoic acid	/Users/marcelmueller/source/randommolecules/example/3027439/3027439_opt.xyz	33	0	2.077
3042598	1-(chloromethyl)-4-methyl-2,6,7-trioxabicyclo[2.2.2]octane	/Users/marcelmueller/source/randommolecules/example/3042598/3042598_opt.xyz	22	0	6.796
3046094	[3-(2-methylphenyl)-4-oxoquinazolin-2-yl]methyl carbamimidothioate	/Users/marcelmueller/source/randommolecules/example/3046094/3046094_opt.xyz	39	0	3.120
3050003	4-hydroxy-2-methyl-1-morpholin-4-yl-5-piperidin-1-ylpentan-1-one;hydrochloride	/Users/marcelmueller/source/randommolecules/example/3050003/3050003_opt.xyz	50	0	3.337
3052537	2-(3-chlorophenyl)-1-(4-chlorophenyl)ethanamine	/Users/marcelmueller/source/randommolecules/example/3052537/3052537_opt.xyz	30	0	3.707
3065572	(6S)-6-ethyl-9,10-dimethoxy-3-methyl-2-(2,4,6-trimethylphenyl)imino-6,7-dihydropyrimido[6,1-a]isoquinolin-4-one	/Users/marcelmueller/source/randommolecules/example/3065572/3065572_opt.xyz	63	0	1.945
3075426	N-(6-methylpyridin-2-yl)-2,4-dioxo-4-phenylbutanamide	/Users/marcelmueller/source/randommolecules/example/3075426/3075426_opt.xyz	35	0	1.865
3097900	4-[(2,4,6-trioxo-1,3-diazinan-5-ylidene)methyl]benzoic acid	/Users/marcelmueller/source/randommolecules/example/3097900/3097900_opt.xyz	27	0	2.454
3106005	cyclohexyl 4-(3-methoxy-4-phenylmethoxyphenyl)-2-methyl-5-oxo-4,6,7,8-tetrahydro-1H-quinoline-3-carboxylate	/Users/marcelmueller/source/randommolecules/example/3106005/3106005_opt.xyz	72	0	2.328
3114900	2-[3-(1,3-dioxobenzo[de]isoquinolin-2-yl)propylsulfanyl]benzoic acid	/Users/marcelmueller/source/randommolecules/example/3114900/3114900_opt.xyz	45	0	1.276
3125489	tetramethyl 6'-but-2-enoyl-9'-methoxy-5',5'-dimethylspiro[1,3-dithiole-2,1'-thiopyrano[2,3-c]quinoline]-2',3',4,5-tetracarboxylate	/Users/marcelmueller/source/randommolecules/example/3125489/3125489_opt.xyz	72	0	1.767
3168161	ethyl 6-amino-5-cyano-2-methyl-4-(6-methyl-2-piperidin-1-ylquinolin-3-yl)-4H-pyran-3-carboxylate	/Users/marcelmueller/source/randommolecules/example/3168161/3168161_opt.xyz	60	0	1.852
3199537	3-[[benzyl-[1-[1-[(4-fluorophenyl)methyl]tetrazol-5-yl]propyl]amino]methyl]-7-methoxy-1H-quinolin-2-one	/Users/marcelmueller/source/randommolecules/example/3199537/3199537_opt.xyz	67	0	2.143
3209515	furan-2-yl-[4-[[1-(oxolan-2-ylmethyl)tetrazol-5-yl]methyl]piperazin-1-yl]methanone	/Users/marcelmueller/source/randommolecules/example/3209515/3209515_opt.xyz	47	0	3.223
3215216	N-benzyl-3-cyclohexyl-9-methyl-4H-[1,3]thiazino[6,5-b]quinolin-2-imine	/Users/marcelmueller/source/randommolecules/example/3215216/3215216_opt.xyz	56	0	2.350
3221446	N-benzyl-8-methoxy-2-oxo-N-(oxolan-2-ylmethyl)chromene-3-carboxamide	/Users/marcelmueller/source/randommolecules/example/3221446/3221446_opt.xyz	52	0	2.291
3239244	2-[2-(dimethylamino)ethyl]-3-phenylquinazolin-4-one;hydron;chloride	/Users/marcelmueller/source/randommolecules/example/3239244/3239244_opt.xyz	43	0	2.591
3243879	N-[2-(diethylamino)ethyl]-5-methyl-4-oxo-3-[2-oxo-2-(propylamino)ethyl]thieno[2,3-d]pyrimidine-6-carboxamide	/Users/marcelmueller/source/randommolecules/example/3243879/3243879_opt.xyz	57	0	1.464
3244845	N-[[4-(3-methylphenyl)-5-sulfanylidene-1H-1,2,4-triazol-3-yl]methyl]-4-pyrrolidin-1-ylsulfonylbenzamide	/Users/marcelmueller/source/randommolecules/example/3244845/3244845_opt.xyz	54	0	1.609
3248792	2-amino-N-(4-methoxynaphthalen-2-yl)propanamide	/Users/marcelmueller/source/randommolecules/example/3248792/3248792_opt.xyz	34	0	2.937
3282800	ethyl 3-(2,4-dimethylphenyl)-7-(naphthalene-2-carbonyl)pyrrolo[1,2-c]pyrimidine-5-carboxylate	/Users/marcelmueller/source/randommolecules/example/3282800/3282800_opt.xyz	58	0	2.386
3286782	prop-2-enyl 2-[4-[hydroxy-(3-propoxyphenyl)methylidene]-2,3-dioxo-5-(4-pentoxyphenyl)pyrrolidin-1-yl]-4-methyl-1,3-thiazole-5-carboxylate	/Users/marcelmueller/source/randommolecules/example/3286782/3286782_opt.xyz	79	0	1.854
3298992	1-[1-(4-methoxyphenyl)ethylideneamino]-3-(2-methylprop-2-enyl)thiourea	/Users/marcelmueller/source/randommolecules/example/3298992/3298992_opt.xyz	38	0	1.850
3303608	2-chloro-N-hexyl-N-[1-[3-(2-methylphenyl)-4-oxoquinazolin-2-yl]ethyl]benzamide	/Users/marcelmueller/source/randommolecules/example/3303608/3303608_opt.xyz	68	0	3.123
3328539	2-(1,3-benzodioxol-5-ylmethyl)-7-bromo-1'-methylspiro[chromeno[2,3-c]pyrrole-1,3'-indole]-2',3,9-trione	/Users/marcelmueller/source/randommolecules/example/3328539/3328539_opt.xyz	53	0	2.005
3332081	5-[[3-chloro-4-[(3-fluorophenyl)methoxy]phenyl]methylidene]-3-propyl-2-sulfanylideneimidazolidin-4-one	/Users/marcelmueller/source/randommolecules/example/3332081/3332081_opt.xyz	45	0	1.440
3379274	ethyl 2-[2-(4-butoxy-3-ethoxyphenyl)-4-hydroxy-5-oxo-3-(thiophene-2-carbonyl)-2H-pyrrol-1-yl]-4-methyl-1,3-thiazole-5-carboxylate	/Users/marcelmueller/source/randommolecules/example/3379274/3379274_opt.xyz	69	0	1.607
3397149	5-(4-ethylphenyl)-4-[hydroxy-(4-methylphenyl)methylidene]-1-(2-phenylethyl)pyrrolidine-2,3-dione	/Users/marcelmueller/source/randommolecules/example/3397149/3397149_opt.xyz	59	0	1.956
3399646	1-[(3-methylpyridin-2-yl)-(5-methylpyridin-2-yl)methyl]piperazine	/Users/marcelmueller/source/randommolecules/example/3399646/3399646_opt.xyz	43	0	2.504
3400097	2-[[5-(3-methoxyphenyl)-1,3,4-oxadiazol-2-yl]sulfanyl]-N-(4-piperidin-1-ylphenyl)acetamide	/Users/marcelmueller/source/randommolecules/example/3400097/3400097_opt.xyz	54	0	1.722
3428067	2-amino-1-(2,3-dichlorophenyl)-4-(5-ethylthiophen-2-yl)-7,7-dimethyl-5-oxo-6,8-dihydro-4H-quinoline-3-carbonitrile	/Users/marcelmueller/source/randommolecules/example/3428067/3428067_opt.xyz	54	0	2.077
3449296	3-(4-bromo-2-fluorophenyl)-10-methyl-6-propyl-2,4-dihydropyrano[3,2-g][1,3]benzoxazin-8-one	/Users/marcelmueller/source/randommolecules/example/3449296/3449296_opt.xyz	46	0	2.742
3451470	3-methyl-7-nitro-4H-1lambda6,2,4-benzothiadiazine 1,1-dioxide	/Users/marcelmueller/source/randommolecules/example/3451470/3451470_opt.xyz	23	0	2.270
3452517	2-cyanopropan-2-yl 4-bromobenzoate	/Users/marcelmueller/source/randommolecules/example/3452517/3452517_opt.xyz	25	0	3.236
3456689	[4-[2-cyano-2-(6,7,8,9-tetrahydro-5H-[1,2,4]triazolo[4,3-a]azepin-3-yl)ethenyl]-2-methoxyphenyl] propanoate	/Users/marcelmueller/source/randommolecules/example/3456689/3456689_opt.xyz	49	0	1.818
3468288	N-(3-chloro-4-fluorophenyl)-4-[1-(3-methoxyphenyl)-5-(4-methoxyphenyl)-2-methylpyrrole-3-carbonyl]piperazine-1-carboxamide	/Users/marcelmueller/source/randommolecules/example/3468288/3468288_opt.xyz	71	0	3.120
3468843	2-(2-chlorophenyl)-6-[[4-(diethylamino)phenyl]methylidene]-5-imino-[1,3,4]thiadiazolo[3,2-a]pyrimidin-7-one	/Users/marcelmueller/source/randommolecules/example/3468843/3468843_opt.xyz	50	0	1.638
3470558	3-methoxy-N-[1-(4-propylphenyl)ethylideneamino]benzamide	/Users/marcelmueller/source/randommolecules/example/3470558/3470558_opt.xyz	45	0	2.907
3490556	5-(2-chlorophenyl)-2-(3-methylphenyl)-N-(pyridin-3-ylmethyl)pyrazole-3-carboxamide	/Users/marcelmueller/source/randommolecules/example/3490556/3490556_opt.xyz	48	0	2.958
3510446	5-bromo-N-[(2-chloro-5-nitrophenyl)methylideneamino]furan-2-carboxamide	/Users/marcelmueller/source/randommolecules/example/3510446/3510446_opt.xyz	28	0	2.396
3513881	benzyl 5-(4-butoxyphenyl)-2-[(3-ethoxy-4-hydroxyphenyl)methylidene]-7-methyl-3-oxo-5H-[1,3]thiazolo[3,2-a]pyrimidine-6-carboxylate	/Users/marcelmueller/source/randommolecules/example/3513881/3513881_opt.xyz	77	0	1.822
3529580	2-azaniumyl-4-(butylsulfonimidoyl)butanoate	/Users/marcelmueller/source/randommolecules/example/3529580/3529580_opt.xyz	32	0	4.132
3543220	N-[1-[3-(4-chloro-2-methylphenyl)-4-oxoquinazolin-2-yl]ethyl]-2-methyl-N-(2-phenylethyl)benzamide	/Users/marcelmueller/source/randommolecules/example/3543220/3543220_opt.xyz	69	0	3.027
3545129	[3-[3-(benzylamino)-7-methylimidazo[1,2-a]pyridin-2-yl]phenyl] 2-phenylethenesulfonate	/Users/marcelmueller/source/randommolecules/example/3545129/3545129_opt.xyz	61	0	1.709
3551268	6-[2-(4-butoxyanilino)-2-oxoethyl]sulfanyl-5-cyano-4-(furan-2-yl)-2-methyl-1,4-dihydropyridine-3-carboxamide	/Users/marcelmueller/source/randommolecules/example/3551268/3551268_opt.xyz	59	0	2.614
3575710	4-(4-benzylpiperazin-1-yl)-2,6-dimethylthieno[2,3-d]pyrimidine	/Users/marcelmueller/source/randommolecules/example/3575710/3575710_opt.xyz	46	0	2.993
3592434	ethyl 5-(2-chloro-6-fluorophenyl)-3-oxo-8-thia-4,6,11-triazatricyclo[7.4.0.02,7]trideca-1(9),2(7)-diene-11-carboxylate	/Users/marcelmueller/source/randommolecules/example/3592434/3592434_opt.xyz	44	0	2.388
3605576	(2-bromophenyl)-[1-(2,3,5,6-tetramethylphenyl)-[1,2,3,5]oxatriazolo[3,2-a]benzotriazol-5-yl]methanone	/Users/marcelmueller/source/randommolecules/example/3605576/3605576_opt.xyz	52	0	2.042
3628626	N-[(5-cyano-2-hydroxy-1,4-dimethyl-6-oxopyridin-3-yl)methylideneamino]-3-nitrobenzamide	/Users/marcelmueller/source/randommolecules/example/3628626/3628626_opt.xyz	39	0	1.576
3641065	[2-(3,5-dimethylanilino)-2-oxo-1-phenylethyl] 2-acetamidoacetate	/Users/marcelmueller/source/randommolecules/example/3641065/3641065_opt.xyz	48	0	3.571
3644480	N,N-diethyl-6-[3-[(3-fluorophenyl)carbamoylamino]phenyl]-8-methyl-2,3,4,6-tetrahydropyrimido[2,1-b][1,3]thiazine-7-carboxamide	/Users/marcelmueller/source/randommolecules/example/3644480/3644480_opt.xyz	65	0	2.580
3660166	2-[4-chloro-6-[2-(3,4-dimethoxyphenyl)ethyl-methylamino]pyrimidin-2-yl]sulfanylacetic acid	/Users/marcelmueller/source/randommolecules/example/3660166/3660166_opt.xyz	46	0	3.231
3664083	3-(2-fluorophenyl)-2-[[3-(trifluoromethyl)phenyl]methylsulfanyl]quinazolin-4-one	/Users/marcelmueller/source/randommolecules/example/3664083/3664083_opt.xyz	44	0	3.143
3674961	4-(4-bromophenoxy)-N-(2-chlorophenyl)butanamide	/Users/marcelmueller/source/randommolecules/example/3674961/3674961_opt.xyz	36	0	3.684
3677657	1-cyclopentyl-3,3-diethyl-1-[(6-methyl-2-oxo-1H-quinolin-3-yl)methyl]urea	/Users/marcelmueller/source/randommolecules/example/3677657/3677657_opt.xyz	55	0	2.203
3697871	1,2,5-trimethyl-3-(nonoxymethyl)benzimidazol-1-ium	/Users/marcelmueller/source/randommolecules/example/3697871/3697871_opt.xyz	56	1	1.864
3728829	1-benzyl-6,7-dimethoxy-3-propan-2-yl-3,9b-dihydro-2H-imidazo[1,2-b]isoindol-5-one	/Users/marcelmueller/source/randommolecules/example/3728829/3728829_opt.xyz	53	0	2.958
3729289	[2-[1-(1H-indole-7-carbonyl)piperidin-4-yl]-6-methylpyridin-3-yl]-(1,3-thiazolidin-3-yl)methanone	/Users/marcelmueller/source/randommolecules/example/3729289/3729289_opt.xyz	57	0	2.862
3729721	(6-oxo-7,8,9,10-tetrahydrobenzo[c]chromen-3-yl) 2-[(2-methylpropan-2-yl)oxycarbonylamino]-4-methylsulfanylbutanoate	/Users/marcelmueller/source/randommolecules/example/3729721/3729721_opt.xyz	60	0	1.857
3745642	1-(2-hydroxy-2-phenylethyl)-3-[6-[(2-hydroxy-2-phenylethyl)carbamoylamino]hexyl]urea	/Users/marcelmueller/source/randommolecules/example/3745642/3745642_opt.xyz	66	0	3.781
3748738	2-[(4-acetamidophenyl)sulfonyl-methylamino]-N-(4-phenylbutan-2-ylideneamino)acetamide	/Users/marcelmueller/source/randommolecules/example/3748738/3748738_opt.xyz	56	0	2.615
3765919	ethyl N-(3-ethylsulfanyl-1,2,4-thiadiazol-5-yl)carbamate	/Users/marcelmueller/source/randommolecules/example/3765919/3765919_opt.xyz	25	0	2.499
3778393	(9-chloro-2-naphthalen-2-yl-5,10b-dihydro-1H-pyrazolo[1,5-c][1,3]benzoxazin-5-yl)-phenylmethanone	/Users/marcelmueller/source/randommolecules/example/3778393/3778393_opt.xyz	51	0	2.020
3786836	3-chloro-N'-[1-(4-ethoxyphenyl)-2,5-dioxopyrrolidin-3-yl]benzohydrazide	/Users/marcelmueller/source/randommolecules/example/3786836/3786836_opt.xyz	45	0	2.955
3794796	(1-oxo-1-phenylpropan-2-yl) 4-[(5-oxo-5-phenacyloxypentanoyl)amino]benzoate	/Users/marcelmueller/source/randommolecules/example/3794796/3794796_opt.xyz	64	0	2.105
3811096	1-cyclohexyl-2-(N-ethylanilino)ethanol	/Users/marcelmueller/source/randommolecules/example/3811096/3811096_opt.xyz	43	0	3.583
3819993	2,4-dichloro-N-[3-fluoro-5-(trifluoromethyl)phenyl]-5-methylbenzenesulfonamide	/Users/marcelmueller/source/randommolecules/example/3819993/3819993_opt.xyz	33	0	3.454
3841432	3-[8,8-bis(2-carboxyethyl)-8a-hydroxy-2-oxo-4,5,6,7-tetrahydro-3H-chromen-4a-yl]propanoic acid	/Users/marcelmueller/source/randommolecules/example/3841432/3841432_opt.xyz	53	0	4.439
3842133	(3-benzyl-4,8-dimethyl-2-oxochromen-7-yl) 2-[(2-methylpropan-2-yl)oxycarbonylamino]-2-phenylacetate	/Users/marcelmueller/source/randommolecules/example/3842133/3842133_opt.xyz	69	0	2.938
3860609	4-(4-methoxyphenyl)-2,5-dimethyl-1-(pyridin-2-ylmethyl)pyrrole-3-carboxamide	/Users/marcelmueller/source/randommolecules/example/3860609/3860609_opt.xyz	46	0	2.475
3864470	2-[amino(phenyl)methyl]-N-heptyl-1,3-oxazole-4-carboxamide	/Users/marcelmueller/source/randommolecules/example/3864470/3864470_opt.xyz	48	0	3.629
3869893	5-chloro-N-[1-(4-methoxyphenyl)ethyl]-1,3-dimethylpyrazole-4-sulfonamide	/Users/marcelmueller/source/randommolecules/example/3869893/3869893_opt.xyz	40	0	3.934
3876232	N-butan-2-yl-2-(2,5-dimethylphenyl)-5-(4-fluorophenyl)pyrazole-3-carboxamide	/Users/marcelmueller/source/randommolecules/example/3876232/3876232_opt.xyz	51	0	3.372
3882864	N-[(2,3-dimethoxyphenyl)methylideneamino]-1-naphthalen-1-yltetrazol-5-amine	/Users/marcelmueller/source/randommolecules/example/3882864/3882864_opt.xyz	46	0	2.266
3888734	N-(1,5-dimethyl-3-oxo-2-phenylpyrazol-4-yl)-N-(2-methyl-5-nitrophenyl)sulfonylpyridine-3-carboxamide	/Users/marcelmueller/source/randommolecules/example/3888734/3888734_opt.xyz	57	0	1.483
3891404	1-[1,3-benzodioxol-5-yl-(3-methylpyridin-4-yl)methyl]piperidine-3-carboxylic acid	/Users/marcelmueller/source/randommolecules/example/3891404/3891404_opt.xyz	48	0	3.070
3899582	2-[(2,6-dichlorophenyl)carbamoyl-(2-methylpropyl)amino]-N-[2-(3,4-dichlorophenyl)-5-phenylpyrazol-3-yl]acetamide	/Users/marcelmueller/source/randommolecules/example/3899582/3899582_opt.xyz	64	0	2.869
3900276	2-(3-chlorophenyl)-N-(3-methoxypropyl)-5-(5-methylfuran-2-yl)pyrazole-3-carboxamide	/Users/marcelmueller/source/randommolecules/example/3900276/3900276_opt.xyz	46	0	2.679
3901749	3-(4-bromophenyl)-6-(thiophen-2-ylmethylidene)-[1,3]thiazolo[2,3-c][1,2,4]triazol-5-one	/Users/marcelmueller/source/randommolecules/example/3901749/3901749_opt.xyz	30	0	1.564
3903846	5,7-dimethyl-3-phenyl-[1,3]selenazolo[3,2-a]pyrimidin-4-ium	/Users/marcelmueller/source/randommolecules/example/3903846/3903846_opt.xyz	30	1	2.281
3906576	1-(3,4-dimethoxyphenyl)sulfonyl-N-(1-phenylethyl)piperidine-3-carboxamide	/Users/marcelmueller/source/randommolecules/example/3906576/3906576_opt.xyz	58	0	3.511
3917917	3-butyl-1-[2-[4-(4-chlorophenyl)-6,7-dihydro-4H-thieno[3,2-c]pyridin-5-yl]-2-oxoethyl]-1-prop-2-enylurea	/Users/marcelmueller/source/randommolecules/example/3917917/3917917_opt.xyz	58	0	2.943
3945692	N-(2-methoxyethyl)-4-methyl-N-[2-[4-(2-methylphenyl)-6,7-dihydro-4H-thieno[3,2-c]pyridin-5-yl]-2-oxoethyl]benzamide	/Users/marcelmueller/source/randommolecules/example/3945692/3945692_opt.xyz	63	0	3.433
3953210	2-[[4-methyl-5-(trifluoromethyl)-1,2,4-triazol-3-yl]sulfanyl]-N-(2,4,6-trimethylphenyl)acetamide	/Users/marcelmueller/source/randommolecules/example/3953210/3953210_opt.xyz	41	0	2.806
3957385	1-(4-bromophenyl)-2-[4-(4-chlorobenzoyl)phenoxy]ethanone	/Users/marcelmueller/source/randommolecules/example/3957385/3957385_opt.xyz	40	0	2.245
3960575	3,5-dimethoxy-N-[3-methyl-1-[(6-methyl-1,3-benzothiazol-2-yl)amino]-1-oxobutan-2-yl]benzamide	/Users/marcelmueller/source/randommolecules/example/3960575/3960575_opt.xyz	55	0	2.870
3975569	2-(4-benzylpiperidin-1-yl)-5-(hexanoylamino)-N-(2-morpholin-4-ylethyl)benzamide	/Users/marcelmueller/source/randommolecules/example/3975569/3975569_opt.xyz	82	0	2.758
4004074	N-(4-fluoro-3-nitrophenyl)-2-[3-(2-fluorophenyl)-4-oxoquinazolin-2-yl]sulfanylacetamide	/Users/marcelmueller/source/randommolecules/example/4004074/4004074_opt.xyz	47	0	2.031
4004678	N-(4-methoxyphenyl)-2-[4-methyl-5-[2-(3-nitrophenyl)-2-oxoethyl]sulfanyl-1,2,4-triazol-3-yl]acetamide	/Users/marcelmueller/source/randommolecules/example/4004678/4004678_opt.xyz	50	0	1.322
4006651	4-(5-acetamido-3-methylpyrazol-1-yl)-N-(pyridin-2-ylmethyl)benzamide	/Users/marcelmueller/source/randommolecules/example/4006651/4006651_opt.xyz	45	0	2.897
4007508	(5-bromo-3-nitro-1,2,4-triazol-1-yl)methyl acetate	/Users/marcelmueller/source/randommolecules/example/4007508/4007508_opt.xyz	19	0	2.996
4011085	N-(3-bromophenyl)-2-[[5-(5-chloro-1-benzofuran-2-yl)-4-methyl-1,2,4-triazol-3-yl]sulfanyl]acetamide	/Users/marcelmueller/source/randommolecules/example/4011085/4011085_opt.xyz	42	0	2.661
4021922	N-[bis(2-methylpropyl)carbamothioyl]adamantane-1-carboxamide	/Users/marcelmueller/source/randommolecules/example/4021922/4021922_opt.xyz	58	0	2.055
4049064	N,N-dicyclohexyl-4-[[[4-(dicyclohexylcarbamoyl)phenyl]-dimethylsilyl]oxy-dimethylsilyl]benzamide	/Users/marcelmueller/source/randommolecules/example/4049064/4049064_opt.xyz	113	0	3.569
4061771	4-[cyclohexyl(methyl)sulfamoyl]-N-[4-(2,4,6-trimethylphenyl)-1,3-thiazol-2-yl]benzamide	/Users/marcelmueller/source/randommolecules/example/4061771/4061771_opt.xyz	65	0	2.432
4082912	N-[3-[4-[(4,5-dichloroimidazol-1-yl)methyl]-6-[4-(hydroxymethyl)phenyl]-5-methyl-1,3-dioxan-2-yl]phenyl]-2,3,4,5,6-pentafluorobenzamide	/Users/marcelmueller/source/randommolecules/example/4082912/4082912_opt.xyz	65	0	1.857
4085864	N-benzyl-N-[(4-chlorophenyl)-[1-[(4-methylphenyl)sulfonylmethyl]tetrazol-5-yl]methyl]ethanamine	/Users/marcelmueller/source/randommolecules/example/4085864/4085864_opt.xyz	60	0	2.511
4086501	[4-[2-(1,3-benzothiazol-2-yl)-2-cyanoethenyl]phenyl] 4-(2,6-dimethylmorpholin-4-yl)sulfonylbenzoate	/Users/marcelmueller/source/randommolecules/example/4086501/4086501_opt.xyz	64	0	1.956
4088240	1-(3-chlorophenyl)-3-[(1,2-dimethylindol-5-yl)methyl]urea	/Users/marcelmueller/source/randommolecules/example/4088240/4088240_opt.xyz	41	0	3.490
4089221	methyl 5,5,7,7-tetramethyl-2-[[4-(3-methylpiperidin-1-yl)sulfonylbenzoyl]amino]-4,6-dihydrothieno[2,3-c]pyridine-3-carboxylate	/Users/marcelmueller/source/randommolecules/example/4089221/4089221_opt.xyz	71	0	1.357
4089260	2-(carboxylatomethylsulfonyl)acetate	/Users/marcelmueller/source/randommolecules/example/4089260/4089260_opt.xyz	15	-2	4.616
4092264	2-(4-methylquinazolin-2-yl)sulfanyl-1-(4-phenylpiperazin-1-yl)ethanone	/Users/marcelmueller/source/randommolecules/example/4092264/4092264_opt.xyz	49	0	1.530
4122327	3-[4-(4-tert-butylphenoxy)-3-nitrophenyl]-2-cyano-N-(2-phenylethyl)prop-2-enamide	/Users/marcelmueller/source/randommolecules/example/4122327/4122327_opt.xyz	62	0	2.202
4122632	N-[1-[[amino(phenyl)methylidene]amino]-2,2,2-trichloroethyl]-4-methylbenzamide	/Users/marcelmueller/source/randommolecules/example/4122632/4122632_opt.xyz	40	0	3.292
4130990	1-(4-methylphenyl)sulfonyl-2-(1-phenylethylsulfanyl)-4,5-dihydroimidazole	/Users/marcelmueller/source/randommolecules/example/4130990/4130990_opt.xyz	44	0	2.999
4161128	2-amino-4-(2-ethylsulfanyl-5-methylfuran-3-yl)-7,7-dimethyl-5-oxo-1-[4-(trifluoromethyl)phenyl]-6,8-dihydro-4H-quinoline-3-carbonitrile	/Users/marcelmueller/source/randommolecules/example/4161128/4161128_opt.xyz	61	0	1.290
4162929	2-bromoethyl-dimethyl-(3-phenylprop-2-enyl)azanium	/Users/marcelmueller/source/randommolecules/example/4162929/4162929_opt.xyz	34	1	3.200
4176388	2-[1-(4-chlorobenzoyl)-5-methoxyindol-3-yl]-N-cyclooctylacetamide	/Users/marcelmueller/source/randommolecules/example/4176388/4176388_opt.xyz	61	0	2.602
4203082	3-[5-[[(3-hydroxynaphthalene-2-carbonyl)hydrazinylidene]methyl]furan-2-yl]-4-methylbenzoic acid	/Users/marcelmueller/source/randommolecules/example/4203082/4203082_opt.xyz	49	0	2.448
4211716	(3-ethoxy-3-oxopropyl) 2-(5-bromo-2,3-dioxoindol-1-yl)propanoate	/Users/marcelmueller/source/randommolecules/example/4211716/4211716_opt.xyz	40	0	1.779
4223710	methyl 2-[(3-methoxy-4-methylphenyl)methylidene]-7-methyl-3-oxo-5-phenyl-5H-[1,3]thiazolo[3,2-a]pyrimidine-6-carboxylate	/Users/marcelmueller/source/randommolecules/example/4223710/4223710_opt.xyz	53	0	1.833
4224691	4-[4-(3,4-dihydro-1H-isoquinolin-2-yl)-4-oxobutyl]-1,4-benzothiazin-3-one	/Users/marcelmueller/source/randommolecules/example/4224691/4224691_opt.xyz	48	0	3.024
4224910	N-[2-(4-fluorophenyl)ethyl]-2-(7-thia-9,11-diazatricyclo[6.4.0.02,6]dodeca-1(12),2(6),8,10-tetraen-12-yloxy)acetamide	/Users/marcelmueller/source/randommolecules/example/4224910/4224910_opt.xyz	44	0	3.081
4230183	5-[[4-[4-(azocan-1-ylmethyl)-6-[4-(hydroxymethyl)phenyl]-1,3-dioxan-2-yl]phenyl]methylamino]-5-oxopentanoic acid	/Users/marcelmueller/source/randommolecules/example/4230183/4230183_opt.xyz	81	0	2.922
4250520	N-[1-(4-bromophenyl)ethylideneamino]-2-phenylcyclopropane-1-carboxamide	/Users/marcelmueller/source/randommolecules/example/4250520/4250520_opt.xyz	39	0	2.948
4251165	N-(3,5-dichlorophenyl)pentanamide	/Users/marcelmueller/source/randommolecules/example/4251165/4251165_opt.xyz	28	0	3.877
4254568	2-(3-cyclopropyl-2-cyclopropylimino-4-oxo-1,3-thiazolidin-5-ylidene)-N-(4-methoxyphenyl)acetamide	/Users/marcelmueller/source/randommolecules/example/4254568/4254568_opt.xyz	44	0	1.631
4257741	N-[2-(cyclopentanecarbonylcarbamothioylamino)propylcarbamothioyl]cyclopentanecarboxamide	/Users/marcelmueller/source/randommolecules/example/4257741/4257741_opt.xyz	53	0	2.091
4262931	2-[4-[methyl-(4-methylphenyl)sulfonylamino]phenoxy]-N-(4-phenylbutan-2-yl)acetamide	/Users/marcelmueller/source/randommolecules/example/4262931/4262931_opt.xyz	63	0	3.158
