Name	Structure Path	Number of Atoms	Total Charge
Bk_Bk1Br1C5H7N1O5	/Users/marcelmueller/source/acqm/Bk/Bk_Bk1Br1C5H7N1O5/coord.xyz	20	0.0
Bk_Bk1C16F3H16N4O6P1	/Users/marcelmueller/source/acqm/Bk/Bk_Bk1C16F3H16N4O6P1/coord.xyz	47	1.0
Bk_BkH3Li1	/Users/marcelmueller/source/acqm/Bk/Bk_BkH3Li1/coord.xyz	5	0.0
Bk_Bk1C7H9N4O2	/Users/marcelmueller/source/acqm/Bk/Bk_Bk1C7H9N4O2/coord.xyz	23	0.0
Bk_Bk1C19H26N6O5P1S1	/Users/marcelmueller/source/acqm/Bk/Bk_Bk1C19H26N6O5P1S1/coord.xyz	59	2.0
Bk_Bk1C7Cl1H13N2O2S1	/Users/marcelmueller/source/acqm/Bk/Bk_Bk1C7Cl1H13N2O2S1/coord.xyz	27	1.0
Bk_Bk1C15H25N1O4	/Users/marcelmueller/source/acqm/Bk/Bk_Bk1C15H25N1O4/coord.xyz	46	3.0
Bk_Bk1C8H21N1O4P2S1	/Users/marcelmueller/source/acqm/Bk/Bk_Bk1C8H21N1O4P2S1/coord.xyz	38	1.0
Bk_Bk1C13F1H17N2P1	/Users/marcelmueller/source/acqm/Bk/Bk_Bk1C13F1H17N2P1/coord.xyz	35	2.0
Bk_Bk1C4H12I1N1O2	/Users/marcelmueller/source/acqm/Bk/Bk_Bk1C4H12I1N1O2/coord.xyz	21	1.0
Bk_BkO2Be2	/Users/marcelmueller/source/acqm/Bk/Bk_BkO2Be2/coord.xyz	5	0.0
Bk_Bk1C9H12N5O6	/Users/marcelmueller/source/acqm/Bk/Bk_Bk1C9H12N5O6/coord.xyz	33	0.0
Bk_Bk1C10H5N2O6S2	/Users/marcelmueller/source/acqm/Bk/Bk_Bk1C10H5N2O6S2/coord.xyz	26	-2.0
Bk_BkI3	/Users/marcelmueller/source/acqm/Bk/Bk_BkI3/coord.xyz	4	0.0
Bk_Bk1Br1C15H13N3	/Users/marcelmueller/source/acqm/Bk/Bk_Bk1Br1C15H13N3/coord.xyz	33	2.0
Bk_BkI4	/Users/marcelmueller/source/acqm/Bk/Bk_BkI4/coord.xyz	5	0.0
Bk_Bk1C6H11I1N3O1S1	/Users/marcelmueller/source/acqm/Bk/Bk_Bk1C6H11I1N3O1S1/coord.xyz	24	0.0
Bk_Bk1C8H25N3O1P1	/Users/marcelmueller/source/acqm/Bk/Bk_Bk1C8H25N3O1P1/coord.xyz	39	2.0
Bk_BkPHBe	/Users/marcelmueller/source/acqm/Bk/Bk_BkPHBe/coord.xyz	4	0.0
Bk_Bk1C4F1H9I1O4P1	/Users/marcelmueller/source/acqm/Bk/Bk_Bk1C4F1H9I1O4P1/coord.xyz	21	1.0
Bk_BkOO	/Users/marcelmueller/source/acqm/Bk/Bk_BkOO/coord.xyz	3	-2.0
Bk_BkBeSbHSeCl	/Users/marcelmueller/source/acqm/Bk/Bk_BkBeSbHSeCl/coord.xyz	6	-1.0
Bk_BkO1	/Users/marcelmueller/source/acqm/Bk/Bk_BkO1/coord.xyz	2	0.0
Bk_Bk1C9H11N1O7S1	/Users/marcelmueller/source/acqm/Bk/Bk_Bk1C9H11N1O7S1/coord.xyz	30	-1.0
Bk_Bk1C10F1H9N5O1	/Users/marcelmueller/source/acqm/Bk/Bk_Bk1C10F1H9N5O1/coord.xyz	27	0.0
Bk_Bk1C5H7N1O5	/Users/marcelmueller/source/acqm/Bk/Bk_Bk1C5H7N1O5/coord.xyz	19	1.0
Bk_BkCl4	/Users/marcelmueller/source/acqm/Bk/Bk_BkCl4/coord.xyz	5	0.0
Bk_BkCl3	/Users/marcelmueller/source/acqm/Bk/Bk_BkCl3/coord.xyz	4	0.0
Bk_Bk1C9H29N7O5	/Users/marcelmueller/source/acqm/Bk/Bk_Bk1C9H29N7O5/coord.xyz	51	1.0
Bk_Bk1C6H7N5O5S2	/Users/marcelmueller/source/acqm/Bk/Bk_Bk1C6H7N5O5S2/coord.xyz	26	-1.0
Bk_Bk1C7H22N7O9S1	/Users/marcelmueller/source/acqm/Bk/Bk_Bk1C7H22N7O9S1/coord.xyz	47	-2.0
Bk_BkSFClBrI	/Users/marcelmueller/source/acqm/Bk/Bk_BkSFClBrI/coord.xyz	6	-1.0
Bk_Bk1C12H27O5P1	/Users/marcelmueller/source/acqm/Bk/Bk_Bk1C12H27O5P1/coord.xyz	46	1.0
Bk_BkF1	/Users/marcelmueller/source/acqm/Bk/Bk_BkF1/coord.xyz	2	0.0
Bk_BkH2Li1	/Users/marcelmueller/source/acqm/Bk/Bk_BkH2Li1/coord.xyz	4	0.0
Bk_BkI5	/Users/marcelmueller/source/acqm/Bk/Bk_BkI5/coord.xyz	6	0.0
Bk_Bk1C9H22N4O2P1	/Users/marcelmueller/source/acqm/Bk/Bk_Bk1C9H22N4O2P1/coord.xyz	39	0.0
Bk_BkI2	/Users/marcelmueller/source/acqm/Bk/Bk_BkI2/coord.xyz	3	0.0
Bk_BkF6	/Users/marcelmueller/source/acqm/Bk/Bk_BkF6/coord.xyz	7	0.0
Bk_Bk1C14H16N6O5	/Users/marcelmueller/source/acqm/Bk/Bk_Bk1C14H16N6O5/coord.xyz	42	-1.0
Bk_BkCl	/Users/marcelmueller/source/acqm/Bk/Bk_BkCl/coord.xyz	2	0.0
Bk_Bk1C8H23O5	/Users/marcelmueller/source/acqm/Bk/Bk_Bk1C8H23O5/coord.xyz	37	0.0
Bk_BkSSbI	/Users/marcelmueller/source/acqm/Bk/Bk_BkSSbI/coord.xyz	4	-1.0
Bk_BkCl2	/Users/marcelmueller/source/acqm/Bk/Bk_BkCl2/coord.xyz	3	0.0
Bk_BkSrP	/Users/marcelmueller/source/acqm/Bk/Bk_BkSrP/coord.xyz	3	-3.0
Bk_BkCl5	/Users/marcelmueller/source/acqm/Bk/Bk_BkCl5/coord.xyz	6	0.0
Bk_Bk1C21F3H27N4O7P1	/Users/marcelmueller/source/acqm/Bk/Bk_Bk1C21F3H27N4O7P1/coord.xyz	64	2.0
Bk_BkH5	/Users/marcelmueller/source/acqm/Bk/Bk_BkH5/coord.xyz	6	0.0
Bk_Bk1Br1C4H9O5P1S1	/Users/marcelmueller/source/acqm/Bk/Bk_Bk1Br1C4H9O5P1S1/coord.xyz	22	0.0
Bk_Bk1C12H16N4	/Users/marcelmueller/source/acqm/Bk/Bk_Bk1C12H16N4/coord.xyz	33	3.0
Bk_Bk1C5H11N2O3	/Users/marcelmueller/source/acqm/Bk/Bk_Bk1C5H11N2O3/coord.xyz	22	2.0
Bk_BkH2	/Users/marcelmueller/source/acqm/Bk/Bk_BkH2/coord.xyz	3	0.0
Bk_Bk1C5H13N4O2P1S1	/Users/marcelmueller/source/acqm/Bk/Bk_Bk1C5H13N4O2P1S1/coord.xyz	27	1.0
Bk_Bk1C13H26N3O4	/Users/marcelmueller/source/acqm/Bk/Bk_Bk1C13H26N3O4/coord.xyz	47	2.0
Bk_Bk1C9H11N7O6S1	/Users/marcelmueller/source/acqm/Bk/Bk_Bk1C9H11N7O6S1/coord.xyz	35	-1.0
Bk_Bk1C7F1H17O4P1S1	/Users/marcelmueller/source/acqm/Bk/Bk_Bk1C7F1H17O4P1S1/coord.xyz	32	0.0
Bk_BkBrI	/Users/marcelmueller/source/acqm/Bk/Bk_BkBrI/coord.xyz	3	2.0
Bk_BkH3	/Users/marcelmueller/source/acqm/Bk/Bk_BkH3/coord.xyz	4	0.0
Bk_Bk1C14H10N1O10S1	/Users/marcelmueller/source/acqm/Bk/Bk_Bk1C14H10N1O10S1/coord.xyz	37	-2.0
Bk_BkH4	/Users/marcelmueller/source/acqm/Bk/Bk_BkH4/coord.xyz	5	0.0
Bk_Bk1C3H4I1N2O2S1	/Users/marcelmueller/source/acqm/Bk/Bk_Bk1C3H4I1N2O2S1/coord.xyz	14	0.0
Bk_BkBr1	/Users/marcelmueller/source/acqm/Bk/Bk_BkBr1/coord.xyz	2	0.0
Bk_BkBr6	/Users/marcelmueller/source/acqm/Bk/Bk_BkBr6/coord.xyz	7	0.0
Bk_Bk1C8H16N3O5P1	/Users/marcelmueller/source/acqm/Bk/Bk_Bk1C8H16N3O5P1/coord.xyz	34	1.0
Bk_Bk1C4Cl1H9I2N1O1P1	/Users/marcelmueller/source/acqm/Bk/Bk_Bk1C4Cl1H9I2N1O1P1/coord.xyz	20	-1.0
Bk_Bk1C10F1H10N2O1	/Users/marcelmueller/source/acqm/Bk/Bk_Bk1C10F1H10N2O1/coord.xyz	25	2.0
Bk_Bk1C18H13N6O5S2	/Users/marcelmueller/source/acqm/Bk/Bk_Bk1C18H13N6O5S2/coord.xyz	45	-2.0
Bk_BkS2	/Users/marcelmueller/source/acqm/Bk/Bk_BkS2/coord.xyz	3	0.0
Bk_Bk1Br1C5H7N3O4	/Users/marcelmueller/source/acqm/Bk/Bk_Bk1Br1C5H7N3O4/coord.xyz	21	0.0
Bk_Bk1Br1C13H30I1N6O3P1	/Users/marcelmueller/source/acqm/Bk/Bk_Bk1Br1C13H30I1N6O3P1/coord.xyz	56	0.0
Bk_Bk1C20H27N2O6P1S1	/Users/marcelmueller/source/acqm/Bk/Bk_Bk1C20H27N2O6P1S1/coord.xyz	58	1.0
Bk_BkSe	/Users/marcelmueller/source/acqm/Bk/Bk_BkSe/coord.xyz	2	1.0
Bk_BkSb	/Users/marcelmueller/source/acqm/Bk/Bk_BkSb/coord.xyz	2	-3.0
Bk_BkKSe	/Users/marcelmueller/source/acqm/Bk/Bk_BkKSe/coord.xyz	3	0.0
Bk_BkBePTe	/Users/marcelmueller/source/acqm/Bk/Bk_BkBePTe/coord.xyz	4	1.0
Bk_BkS4	/Users/marcelmueller/source/acqm/Bk/Bk_BkS4/coord.xyz	5	0.0
Bk_Bk1C11H28N1O3P2	/Users/marcelmueller/source/acqm/Bk/Bk_Bk1C11H28N1O3P2/coord.xyz	46	2.0
Bk_BkH4Li1	/Users/marcelmueller/source/acqm/Bk/Bk_BkH4Li1/coord.xyz	6	0.0
Bk_BkS3	/Users/marcelmueller/source/acqm/Bk/Bk_BkS3/coord.xyz	4	0.0
Bk_Bk1C8F3H16I1N2O5P2	/Users/marcelmueller/source/acqm/Bk/Bk_Bk1C8F3H16I1N2O5P2/coord.xyz	38	1.0
Bk_Bk1C5H5N4O3	/Users/marcelmueller/source/acqm/Bk/Bk_Bk1C5H5N4O3/coord.xyz	18	-2.0
Bk_Bk1C7F1H5N1O8S1	/Users/marcelmueller/source/acqm/Bk/Bk_Bk1C7F1H5N1O8S1/coord.xyz	24	-2.0
Bk_Bk1C10H25N4O5P2	/Users/marcelmueller/source/acqm/Bk/Bk_Bk1C10H25N4O5P2/coord.xyz	47	2.0
Bk_Bk1Br1C10H9N2O1	/Users/marcelmueller/source/acqm/Bk/Bk_Bk1Br1C10H9N2O1/coord.xyz	24	1.0
Bk_Bk1C6H19N5O1S1	/Users/marcelmueller/source/acqm/Bk/Bk_Bk1C6H19N5O1S1/coord.xyz	33	1.0
Bk_Bk1C11Cl1H13N1O6	/Users/marcelmueller/source/acqm/Bk/Bk_Bk1C11Cl1H13N1O6/coord.xyz	33	0.0
Bk_BkFMg	/Users/marcelmueller/source/acqm/Bk/Bk_BkFMg/coord.xyz	3	1.0
Bk_BkP	/Users/marcelmueller/source/acqm/Bk/Bk_BkP/coord.xyz	2	-3.0
Bk_Bk1C7H14N1O3	/Users/marcelmueller/source/acqm/Bk/Bk_Bk1C7H14N1O3/coord.xyz	26	0.0
Bk_BkTe	/Users/marcelmueller/source/acqm/Bk/Bk_BkTe/coord.xyz	2	0.0
Bk_BkH3Li2	/Users/marcelmueller/source/acqm/Bk/Bk_BkH3Li2/coord.xyz	6	0.0
Bk_Bk1C10H21N2O4	/Users/marcelmueller/source/acqm/Bk/Bk_Bk1C10H21N2O4/coord.xyz	38	2.0
Bk_Bk1C11H25N2O4P1	/Users/marcelmueller/source/acqm/Bk/Bk_Bk1C11H25N2O4P1/coord.xyz	44	1.0
Bk_Bk1C10H16N1O7	/Users/marcelmueller/source/acqm/Bk/Bk_Bk1C10H16N1O7/coord.xyz	35	2.0
Bk_BkSrIAs	/Users/marcelmueller/source/acqm/Bk/Bk_BkSrIAs/coord.xyz	4	0.0
Bk_Bk1C1F1H6N1O5	/Users/marcelmueller/source/acqm/Bk/Bk_Bk1C1F1H6N1O5/coord.xyz	15	1.0
Bk_Bk1C10H13N3O2S1	/Users/marcelmueller/source/acqm/Bk/Bk_Bk1C10H13N3O2S1/coord.xyz	30	1.0
Bk_BkO2Be1	/Users/marcelmueller/source/acqm/Bk/Bk_BkO2Be1/coord.xyz	4	0.0
Bk_BkLiTeNa	/Users/marcelmueller/source/acqm/Bk/Bk_BkLiTeNa/coord.xyz	4	2.0
Bk_Bk1C4H12I1N3O2	/Users/marcelmueller/source/acqm/Bk/Bk_Bk1C4H12I1N3O2/coord.xyz	23	1.0
Bk_Bk1C15H32N3O6P2	/Users/marcelmueller/source/acqm/Bk/Bk_Bk1C15H32N3O6P2/coord.xyz	59	0.0
Bk_BkO2	/Users/marcelmueller/source/acqm/Bk/Bk_BkO2/coord.xyz	3	0.0
Bk_Bk1C19H27N2O6P1	/Users/marcelmueller/source/acqm/Bk/Bk_Bk1C19H27N2O6P1/coord.xyz	56	1.0
Bk_BkH2Li3	/Users/marcelmueller/source/acqm/Bk/Bk_BkH2Li3/coord.xyz	6	0.0
Bk_BkO3Be1	/Users/marcelmueller/source/acqm/Bk/Bk_BkO3Be1/coord.xyz	5	0.0
Bk_Bk1C13H13N1O4S1	/Users/marcelmueller/source/acqm/Bk/Bk_Bk1C13H13N1O4S1/coord.xyz	33	1.0
Bk_BkF4	/Users/marcelmueller/source/acqm/Bk/Bk_BkF4/coord.xyz	5	0.0
Bk_Bk1C16H19I1N2O3	/Users/marcelmueller/source/acqm/Bk/Bk_Bk1C16H19I1N2O3/coord.xyz	42	1.0
Bk_BkSnCaSe	/Users/marcelmueller/source/acqm/Bk/Bk_BkSnCaSe/coord.xyz	4	-1.0
Bk_BkCl6	/Users/marcelmueller/source/acqm/Bk/Bk_BkCl6/coord.xyz	7	0.0
Bk_BkCl1	/Users/marcelmueller/source/acqm/Bk/Bk_BkCl1/coord.xyz	2	0.0
Bk_Bk1Br1C4H17N4O1	/Users/marcelmueller/source/acqm/Bk/Bk_Bk1Br1C4H17N4O1/coord.xyz	28	1.0
Bk_Bk1C2F1H10N4O2	/Users/marcelmueller/source/acqm/Bk/Bk_Bk1C2F1H10N4O2/coord.xyz	20	0.0
Bk_BkO3	/Users/marcelmueller/source/acqm/Bk/Bk_BkO3/coord.xyz	4	0.0
Bk_Bk1C3F6H9N1O2P3	/Users/marcelmueller/source/acqm/Bk/Bk_Bk1C3F6H9N1O2P3/coord.xyz	25	2.0
Bk_BkO4	/Users/marcelmueller/source/acqm/Bk/Bk_BkO4/coord.xyz	5	0.0
Bk_Bk1C10H10N4O1S1	/Users/marcelmueller/source/acqm/Bk/Bk_Bk1C10H10N4O1S1/coord.xyz	27	1.0
Bk_BkI1	/Users/marcelmueller/source/acqm/Bk/Bk_BkI1/coord.xyz	2	0.0
Bk_Bk1Br1C5H5I1N6O6	/Users/marcelmueller/source/acqm/Bk/Bk_Bk1Br1C5H5I1N6O6/coord.xyz	25	-2.0
Bk_BkF5	/Users/marcelmueller/source/acqm/Bk/Bk_BkF5/coord.xyz	6	0.0
Bk_BkF2	/Users/marcelmueller/source/acqm/Bk/Bk_BkF2/coord.xyz	3	0.0
Bk_BkH2Li2	/Users/marcelmueller/source/acqm/Bk/Bk_BkH2Li2/coord.xyz	5	0.0
Bk_BkI6	/Users/marcelmueller/source/acqm/Bk/Bk_BkI6/coord.xyz	7	0.0
Bk_BkSeSb	/Users/marcelmueller/source/acqm/Bk/Bk_BkSeSb/coord.xyz	3	0.0
Am_Am1C13F1H10N2O2S1	/Users/marcelmueller/source/acqm/Am/Am_Am1C13F1H10N2O2S1/coord.xyz	30	0.0
Am_Am1C14F3H18N2O6P1	/Users/marcelmueller/source/acqm/Am/Am_Am1C14F3H18N2O6P1/coord.xyz	45	-1.0
Am_AmLi	/Users/marcelmueller/source/acqm/Am/Am_AmLi/coord.xyz	2	-1.0
Am_AmI3	/Users/marcelmueller/source/acqm/Am/Am_AmI3/coord.xyz	4	0.0
Am_Am1C7H16N1O3	/Users/marcelmueller/source/acqm/Am/Am_Am1C7H16N1O3/coord.xyz	28	2.0
Am_AmI4	/Users/marcelmueller/source/acqm/Am/Am_AmI4/coord.xyz	5	0.0
Am_Am1C5H13N2O3S1	/Users/marcelmueller/source/acqm/Am/Am_Am1C5H13N2O3S1/coord.xyz	25	2.0
Am_AmH1Li3	/Users/marcelmueller/source/acqm/Am/Am_AmH1Li3/coord.xyz	5	0.0
Am_Am1C7Cl1H6N2O11S1	/Users/marcelmueller/source/acqm/Am/Am_Am1C7Cl1H6N2O11S1/coord.xyz	29	-2.0
Am_Am1C7H17N1O5	/Users/marcelmueller/source/acqm/Am/Am_Am1C7H17N1O5/coord.xyz	31	1.0
Am_Am1C9H7N1O10S2	/Users/marcelmueller/source/acqm/Am/Am_Am1C9H7N1O10S2/coord.xyz	30	-3.0
Am_AmH1Li2	/Users/marcelmueller/source/acqm/Am/Am_AmH1Li2/coord.xyz	4	0.0
Am_Am1Br1C2N5	/Users/marcelmueller/source/acqm/Am/Am_Am1Br1C2N5/coord.xyz	9	-1.0
Am_Am1C2F3H9N2O1P1	/Users/marcelmueller/source/acqm/Am/Am_Am1C2F3H9N2O1P1/coord.xyz	19	2.0
Am_AmF1	/Users/marcelmueller/source/acqm/Am/Am_AmF1/coord.xyz	2	0.0
Am_Am1C11H19N1O3	/Users/marcelmueller/source/acqm/Am/Am_Am1C11H19N1O3/coord.xyz	35	3.0
Am_AmF6	/Users/marcelmueller/source/acqm/Am/Am_AmF6/coord.xyz	7	0.0
Am_Am1C6H15N1O6	/Users/marcelmueller/source/acqm/Am/Am_Am1C6H15N1O6/coord.xyz	29	1.0
Am_AmI2	/Users/marcelmueller/source/acqm/Am/Am_AmI2/coord.xyz	3	0.0
Am_Am1C4H10N3O2	/Users/marcelmueller/source/acqm/Am/Am_Am1C4H10N3O2/coord.xyz	20	2.0
Am_AmCl2	/Users/marcelmueller/source/acqm/Am/Am_AmCl2/coord.xyz	3	0.0
Am_AmCl5	/Users/marcelmueller/source/acqm/Am/Am_AmCl5/coord.xyz	6	0.0
Am_AmClP	/Users/marcelmueller/source/acqm/Am/Am_AmClP/coord.xyz	3	-3.0
Am_Am1C7H11N1O4	/Users/marcelmueller/source/acqm/Am/Am_Am1C7H11N1O4/coord.xyz	24	1.0
Am_AmBeISe	/Users/marcelmueller/source/acqm/Am/Am_AmBeISe/coord.xyz	4	-2.0
Am_Am1C3H4N4O8S1	/Users/marcelmueller/source/acqm/Am/Am_Am1C3H4N4O8S1/coord.xyz	21	-1.0
Am_Am1C16H16N1O5	/Users/marcelmueller/source/acqm/Am/Am_Am1C16H16N1O5/coord.xyz	39	2.0
Am_AmSiLiNa	/Users/marcelmueller/source/acqm/Am/Am_AmSiLiNa/coord.xyz	4	1.0
Am_Am1C11Cl1F4H16N1O4P1	/Users/marcelmueller/source/acqm/Am/Am_Am1C11Cl1F4H16N1O4P1/coord.xyz	39	0.0
Am_Am1C4H13N3O7P1S1	/Users/marcelmueller/source/acqm/Am/Am_Am1C4H13N3O7P1S1/coord.xyz	30	0.0
Am_AmGePF	/Users/marcelmueller/source/acqm/Am/Am_AmGePF/coord.xyz	4	2.0
Am_Am1C5F4H15O4P2	/Users/marcelmueller/source/acqm/Am/Am_Am1C5F4H15O4P2/coord.xyz	31	2.0
Am_AmCl3	/Users/marcelmueller/source/acqm/Am/Am_AmCl3/coord.xyz	4	0.0
Am_AmHCAsSeF	/Users/marcelmueller/source/acqm/Am/Am_AmHCAsSeF/coord.xyz	6	0.0
Am_Am1Br1C7H8N1O5S1	/Users/marcelmueller/source/acqm/Am/Am_Am1Br1C7H8N1O5S1/coord.xyz	24	-1.0
Am_Am1C15H19N2O4	/Users/marcelmueller/source/acqm/Am/Am_Am1C15H19N2O4/coord.xyz	41	0.0
Am_Am1C19H18I1N5O1	/Users/marcelmueller/source/acqm/Am/Am_Am1C19H18I1N5O1/coord.xyz	45	1.0
Am_Am1C11F1H15N1O6P1	/Users/marcelmueller/source/acqm/Am/Am_Am1C11F1H15N1O6P1/coord.xyz	36	-1.0
Am_AmH3Li1	/Users/marcelmueller/source/acqm/Am/Am_AmH3Li1/coord.xyz	5	0.0
Am_AmS1	/Users/marcelmueller/source/acqm/Am/Am_AmS1/coord.xyz	2	0.0
Am_AmF	/Users/marcelmueller/source/acqm/Am/Am_AmF/coord.xyz	2	-1.0
Am_AmO	/Users/marcelmueller/source/acqm/Am/Am_AmO/coord.xyz	2	1.0
Am_Am1C2H1N3O4S2	/Users/marcelmueller/source/acqm/Am/Am_Am1C2H1N3O4S2/coord.xyz	13	-1.0
Am_AmBr5	/Users/marcelmueller/source/acqm/Am/Am_AmBr5/coord.xyz	6	0.0
Am_Am1C8H20N1O6P1	/Users/marcelmueller/source/acqm/Am/Am_Am1C8H20N1O6P1/coord.xyz	37	-1.0
Am_AmCaSCl	/Users/marcelmueller/source/acqm/Am/Am_AmCaSCl/coord.xyz	4	0.0
Am_Am1C5Cl1H13N4S1	/Users/marcelmueller/source/acqm/Am/Am_Am1C5Cl1H13N4S1/coord.xyz	25	1.0
Am_Am1C9H16I1N3P1	/Users/marcelmueller/source/acqm/Am/Am_Am1C9H16I1N3P1/coord.xyz	31	2.0
Am_Am1C8H12N2O6	/Users/marcelmueller/source/acqm/Am/Am_Am1C8H12N2O6/coord.xyz	29	-1.0
Am_AmLiSb	/Users/marcelmueller/source/acqm/Am/Am_AmLiSb/coord.xyz	3	-1.0
Am_Am1C6F3H12N3O5P1	/Users/marcelmueller/source/acqm/Am/Am_Am1C6F3H12N3O5P1/coord.xyz	31	2.0
Am_Am1C5Cl1H9N4O4P1S1	/Users/marcelmueller/source/acqm/Am/Am_Am1C5Cl1H9N4O4P1S1/coord.xyz	26	0.0
Am_Am1Br1C6Cl1H18O6P2	/Users/marcelmueller/source/acqm/Am/Am_Am1Br1C6Cl1H18O6P2/coord.xyz	35	1.0
Am_AmBr3	/Users/marcelmueller/source/acqm/Am/Am_AmBr3/coord.xyz	4	0.0
Am_AmN	/Users/marcelmueller/source/acqm/Am/Am_AmN/coord.xyz	2	-3.0
Am_Am1Br2C2H7N2O2	/Users/marcelmueller/source/acqm/Am/Am_Am1Br2C2H7N2O2/coord.xyz	16	0.0
Am_Am1C5F1H11N4S1	/Users/marcelmueller/source/acqm/Am/Am_Am1C5F1H11N4S1/coord.xyz	23	1.0
Am_AmBr4	/Users/marcelmueller/source/acqm/Am/Am_AmBr4/coord.xyz	5	0.0
Am_AmKOSBrO	/Users/marcelmueller/source/acqm/Am/Am_AmKOSBrO/coord.xyz	6	1.0
Am_AmPS	/Users/marcelmueller/source/acqm/Am/Am_AmPS/coord.xyz	3	-5.0
Am_AmO2Be2	/Users/marcelmueller/source/acqm/Am/Am_AmO2Be2/coord.xyz	5	0.0
Am_AmSi	/Users/marcelmueller/source/acqm/Am/Am_AmSi/coord.xyz	2	0.0
Am_Am1Br1C4H13N3O3S1	/Users/marcelmueller/source/acqm/Am/Am_Am1Br1C4H13N3O3S1/coord.xyz	26	0.0
Am_AmMgNa	/Users/marcelmueller/source/acqm/Am/Am_AmMgNa/coord.xyz	3	-1.0
Am_AmH1	/Users/marcelmueller/source/acqm/Am/Am_AmH1/coord.xyz	2	0.0
Am_AmH6	/Users/marcelmueller/source/acqm/Am/Am_AmH6/coord.xyz	7	0.0
Am_AmSiCl	/Users/marcelmueller/source/acqm/Am/Am_AmSiCl/coord.xyz	3	2.0
Am_AmHO	/Users/marcelmueller/source/acqm/Am/Am_AmHO/coord.xyz	3	0.0
Am_AmAsAsF	/Users/marcelmueller/source/acqm/Am/Am_AmAsAsF/coord.xyz	4	-4.0
Am_Am1Br1C17H23N2O7P1	/Users/marcelmueller/source/acqm/Am/Am_Am1Br1C17H23N2O7P1/coord.xyz	52	0.0
Am_AmH2Li1	/Users/marcelmueller/source/acqm/Am/Am_AmH2Li1/coord.xyz	4	0.0
Am_Am1C11H25O5P2	/Users/marcelmueller/source/acqm/Am/Am_Am1C11H25O5P2/coord.xyz	44	2.0
Am_AmLiK	/Users/marcelmueller/source/acqm/Am/Am_AmLiK/coord.xyz	3	0.0
Am_AmSbSe	/Users/marcelmueller/source/acqm/Am/Am_AmSbSe/coord.xyz	3	1.0
Am_Am1C12F4H12N3O2P1	/Users/marcelmueller/source/acqm/Am/Am_Am1C12F4H12N3O2P1/coord.xyz	35	1.0
Am_Am1C5F3H17N4O3P1	/Users/marcelmueller/source/acqm/Am/Am_Am1C5F3H17N4O3P1/coord.xyz	34	0.0
Am_Am1C5H14N2O9S1	/Users/marcelmueller/source/acqm/Am/Am_Am1C5H14N2O9S1/coord.xyz	32	-3.0
Am_AmLiAsNS	/Users/marcelmueller/source/acqm/Am/Am_AmLiAsNS/coord.xyz	5	-5.0
Am_Am1C7H18N1O8P2	/Users/marcelmueller/source/acqm/Am/Am_Am1C7H18N1O8P2/coord.xyz	37	2.0
Am_Am1C20H20N3O2	/Users/marcelmueller/source/acqm/Am/Am_Am1C20H20N3O2/coord.xyz	46	2.0
Am_AmCaFTe	/Users/marcelmueller/source/acqm/Am/Am_AmCaFTe/coord.xyz	4	-2.0
Am_AmF3	/Users/marcelmueller/source/acqm/Am/Am_AmF3/coord.xyz	4	0.0
Am_Am1C5Cl1H13N1O3P1	/Users/marcelmueller/source/acqm/Am/Am_Am1C5Cl1H13N1O3P1/coord.xyz	25	1.0
Am_AmHNF	/Users/marcelmueller/source/acqm/Am/Am_AmHNF/coord.xyz	4	-1.0
Am_AmF4	/Users/marcelmueller/source/acqm/Am/Am_AmF4/coord.xyz	5	0.0
Am_AmGaCSiClClI	/Users/marcelmueller/source/acqm/Am/Am_AmGaCSiClClI/coord.xyz	7	1.0
Am_Am1Br1C7H15N2O4P1	/Users/marcelmueller/source/acqm/Am/Am_Am1Br1C7H15N2O4P1/coord.xyz	31	2.0
Am_Am1C11H19N3O2	/Users/marcelmueller/source/acqm/Am/Am_Am1C11H19N3O2/coord.xyz	36	3.0
Am_Am1Br1C4Cl1H4N3O2S1	/Users/marcelmueller/source/acqm/Am/Am_Am1Br1C4Cl1H4N3O2S1/coord.xyz	17	-2.0
Am_AmSnTe	/Users/marcelmueller/source/acqm/Am/Am_AmSnTe/coord.xyz	3	0.0
Am_Am1C25H33N7O3P1	/Users/marcelmueller/source/acqm/Am/Am_Am1C25H33N7O3P1/coord.xyz	70	2.0
Am_Am1C12H20N1O7P1S1	/Users/marcelmueller/source/acqm/Am/Am_Am1C12H20N1O7P1S1/coord.xyz	43	1.0
Am_AmO2	/Users/marcelmueller/source/acqm/Am/Am_AmO2/coord.xyz	3	0.0
Am_AmBLiI	/Users/marcelmueller/source/acqm/Am/Am_AmBLiI/coord.xyz	4	1.0
Am_Am1C10H19N1O9P1S1	/Users/marcelmueller/source/acqm/Am/Am_Am1C10H19N1O9P1S1/coord.xyz	42	-2.0
Am_Am1C13H22N1O7	/Users/marcelmueller/source/acqm/Am/Am_Am1C13H22N1O7/coord.xyz	44	0.0
Am_Am1Br2C4H9N2O4	/Users/marcelmueller/source/acqm/Am/Am_Am1Br2C4H9N2O4/coord.xyz	22	-2.0
Am_AmFP	/Users/marcelmueller/source/acqm/Am/Am_AmFP/coord.xyz	3	0.0
Am_Am1C6H21N2O3P2	/Users/marcelmueller/source/acqm/Am/Am_Am1C6H21N2O3P2/coord.xyz	35	2.0
