Name	Structure Path	Number of Atoms	Total Charge
Pu_Br1C4H12N6O3P1Pu1	/Users/marcelmueller/source/acqm/Pu/Pu_Br1C4H12N6O3P1Pu1/coord.xyz	28	0.0
Pu_Br1C5H11N2O5Pu1	/Users/marcelmueller/source/acqm/Pu/Pu_Br1C5H11N2O5Pu1/coord.xyz	25	0.0
Pu_PuBePSS	/Users/marcelmueller/source/acqm/Pu/Pu_PuBePSS/coord.xyz	5	1.0
Pu_C11H8N4O2Pu1	/Users/marcelmueller/source/acqm/Pu/Pu_C11H8N4O2Pu1/coord.xyz	26	2.0
Pu_PuBP	/Users/marcelmueller/source/acqm/Pu/Pu_PuBP/coord.xyz	3	-3.0
Pu_PuSiClClBr	/Users/marcelmueller/source/acqm/Pu/Pu_PuSiClClBr/coord.xyz	5	-2.0
Pu_PuH3Li1	/Users/marcelmueller/source/acqm/Pu/Pu_PuH3Li1/coord.xyz	5	0.0
Pu_C14H30N3O6P2Pu1	/Users/marcelmueller/source/acqm/Pu/Pu_C14H30N3O6P2Pu1/coord.xyz	56	3.0
Pu_PuSLiMgAs	/Users/marcelmueller/source/acqm/Pu/Pu_PuSLiMgAs/coord.xyz	5	-3.0
Pu_C12H10N3O3Pu1S1	/Users/marcelmueller/source/acqm/Pu/Pu_C12H10N3O3Pu1S1/coord.xyz	30	1.0
Pu_PuS3	/Users/marcelmueller/source/acqm/Pu/Pu_PuS3/coord.xyz	4	0.0
Pu_C9H21N1O6P1Pu1	/Users/marcelmueller/source/acqm/Pu/Pu_C9H21N1O6P1Pu1/coord.xyz	39	3.0
Pu_PuS4	/Users/marcelmueller/source/acqm/Pu/Pu_PuS4/coord.xyz	5	0.0
Pu_C3H7N1O6Pu1S1	/Users/marcelmueller/source/acqm/Pu/Pu_C3H7N1O6Pu1S1/coord.xyz	19	0.0
Pu_PuH2Li1	/Users/marcelmueller/source/acqm/Pu/Pu_PuH2Li1/coord.xyz	4	0.0
Pu_Br1C11H19N2O3Pu1	/Users/marcelmueller/source/acqm/Pu/Pu_Br1C11H19N2O3Pu1/coord.xyz	37	2.0
Pu_PuCl4	/Users/marcelmueller/source/acqm/Pu/Pu_PuCl4/coord.xyz	5	0.0
Pu_PuCl3	/Users/marcelmueller/source/acqm/Pu/Pu_PuCl3/coord.xyz	4	0.0
Pu_C3H10N2O6P1Pu1	/Users/marcelmueller/source/acqm/Pu/Pu_C3H10N2O6P1Pu1/coord.xyz	23	1.0
Pu_PuSbSNa	/Users/marcelmueller/source/acqm/Pu/Pu_PuSbSNa/coord.xyz	4	-1.0
Pu_C19H18I1N2O3Pu1	/Users/marcelmueller/source/acqm/Pu/Pu_C19H18I1N2O3Pu1/coord.xyz	44	1.0
Pu_C6H13N4O1Pu1	/Users/marcelmueller/source/acqm/Pu/Pu_C6H13N4O1Pu1/coord.xyz	25	3.0
Pu_C14Cl1H13N1O4Pu1	/Users/marcelmueller/source/acqm/Pu/Pu_C14Cl1H13N1O4Pu1/coord.xyz	34	1.0
Pu_PuS2	/Users/marcelmueller/source/acqm/Pu/Pu_PuS2/coord.xyz	3	0.0
Pu_PuCl2	/Users/marcelmueller/source/acqm/Pu/Pu_PuCl2/coord.xyz	3	0.0
Pu_PuCl5	/Users/marcelmueller/source/acqm/Pu/Pu_PuCl5/coord.xyz	6	0.0
Pu_C8H15I1N3O1P1Pu1S1	/Users/marcelmueller/source/acqm/Pu/Pu_C8H15I1N3O1P1Pu1S1/coord.xyz	31	2.0
Pu_C10H22N1O5P1Pu1	/Users/marcelmueller/source/acqm/Pu/Pu_C10H22N1O5P1Pu1/coord.xyz	40	4.0
Pu_PuSbSe	/Users/marcelmueller/source/acqm/Pu/Pu_PuSbSe/coord.xyz	3	1.0
Pu_PuH1Li2	/Users/marcelmueller/source/acqm/Pu/Pu_PuH1Li2/coord.xyz	4	0.0
Pu_PuBr3	/Users/marcelmueller/source/acqm/Pu/Pu_PuBr3/coord.xyz	4	0.0
Pu_PuNOLiNa	/Users/marcelmueller/source/acqm/Pu/Pu_PuNOLiNa/coord.xyz	5	-2.0
Pu_Br1C5H14O6Pu1S1	/Users/marcelmueller/source/acqm/Pu/Pu_Br1C5H14O6Pu1S1/coord.xyz	28	-1.0
Pu_PuBr4	/Users/marcelmueller/source/acqm/Pu/Pu_PuBr4/coord.xyz	5	0.0
Pu_C8Cl1H14N4O5Pu1	/Users/marcelmueller/source/acqm/Pu/Pu_C8Cl1H14N4O5Pu1/coord.xyz	33	1.0
Pu_C4H12N2O7P1Pu1	/Users/marcelmueller/source/acqm/Pu/Pu_C4H12N2O7P1Pu1/coord.xyz	27	3.0
Pu_C2F1H4N1O4Pu1S2	/Users/marcelmueller/source/acqm/Pu/Pu_C2F1H4N1O4Pu1S2/coord.xyz	15	-1.0
Pu_PuSiOSeF	/Users/marcelmueller/source/acqm/Pu/Pu_PuSiOSeF/coord.xyz	5	-2.0
Pu_C5H16N6O7P1Pu1	/Users/marcelmueller/source/acqm/Pu/Pu_C5H16N6O7P1Pu1/coord.xyz	36	1.0
Pu_C19H19N7O6Pu1	/Users/marcelmueller/source/acqm/Pu/Pu_C19H19N7O6Pu1/coord.xyz	52	2.0
Pu_C10F2H15N7O4Pu1S1	/Users/marcelmueller/source/acqm/Pu/Pu_C10F2H15N7O4Pu1S1/coord.xyz	40	-2.0
Pu_C6H16O4P1Pu1	/Users/marcelmueller/source/acqm/Pu/Pu_C6H16O4P1Pu1/coord.xyz	28	3.0
Pu_Br1C6H17N6O4Pu1S2	/Users/marcelmueller/source/acqm/Pu/Pu_Br1C6H17N6O4Pu1S2/coord.xyz	37	-2.0
Pu_PuBr5	/Users/marcelmueller/source/acqm/Pu/Pu_PuBr5/coord.xyz	6	0.0
Pu_PuBr2	/Users/marcelmueller/source/acqm/Pu/Pu_PuBr2/coord.xyz	3	0.0
Pu_C12H13N1O7Pu1	/Users/marcelmueller/source/acqm/Pu/Pu_C12H13N1O7Pu1/coord.xyz	34	2.0
Pu_C5F3H15N3O8P2Pu1	/Users/marcelmueller/source/acqm/Pu/Pu_C5F3H15N3O8P2Pu1/coord.xyz	37	1.0
Pu_PuH0Li3	/Users/marcelmueller/source/acqm/Pu/Pu_PuH0Li3/coord.xyz	4	0.0
Pu_PuO4	/Users/marcelmueller/source/acqm/Pu/Pu_PuO4/coord.xyz	5	0.0
Pu_PuO3	/Users/marcelmueller/source/acqm/Pu/Pu_PuO3/coord.xyz	4	0.0
Pu_PuHGeSnFHF	/Users/marcelmueller/source/acqm/Pu/Pu_PuHGeSnFHF/coord.xyz	7	-2.0
Pu_C10H13N5O4P1Pu1S1	/Users/marcelmueller/source/acqm/Pu/Pu_C10H13N5O4P1Pu1S1/coord.xyz	35	-1.0
Pu_C5H18N3O7P1Pu1	/Users/marcelmueller/source/acqm/Pu/Pu_C5H18N3O7P1Pu1/coord.xyz	35	2.0
Pu_PuF2	/Users/marcelmueller/source/acqm/Pu/Pu_PuF2/coord.xyz	3	0.0
Pu_PuI6	/Users/marcelmueller/source/acqm/Pu/Pu_PuI6/coord.xyz	7	0.0
Pu_PuI1	/Users/marcelmueller/source/acqm/Pu/Pu_PuI1/coord.xyz	2	0.0
Pu_PuF5	/Users/marcelmueller/source/acqm/Pu/Pu_PuF5/coord.xyz	6	0.0
Pu_Br1C14H21N5O4Pu1	/Users/marcelmueller/source/acqm/Pu/Pu_Br1C14H21N5O4Pu1/coord.xyz	46	1.0
Pu_PuK	/Users/marcelmueller/source/acqm/Pu/Pu_PuK/coord.xyz	2	-1.0
Pu_PuCa	/Users/marcelmueller/source/acqm/Pu/Pu_PuCa/coord.xyz	2	0.0
Pu_C8H10N4O1Pu1S1	/Users/marcelmueller/source/acqm/Pu/Pu_C8H10N4O1Pu1S1/coord.xyz	25	2.0
Pu_C5Cl1H13N1O7P1Pu1S1	/Users/marcelmueller/source/acqm/Pu/Pu_C5Cl1H13N1O7P1Pu1S1/coord.xyz	30	0.0
Pu_C9H24O7P1Pu1S1	/Users/marcelmueller/source/acqm/Pu/Pu_C9H24O7P1Pu1S1/coord.xyz	43	1.0
Pu_PuSeTe	/Users/marcelmueller/source/acqm/Pu/Pu_PuSeTe/coord.xyz	3	1.0
Pu_PuO2	/Users/marcelmueller/source/acqm/Pu/Pu_PuO2/coord.xyz	3	0.0
Pu_PuInCNTeClLiCl	/Users/marcelmueller/source/acqm/Pu/Pu_PuInCNTeClLiCl/coord.xyz	8	1.0
Pu_Br1C2H4I1N1O1Pu1S1	/Users/marcelmueller/source/acqm/Pu/Pu_Br1C2H4I1N1O1Pu1S1/coord.xyz	12	1.0
Pu_PuClBr	/Users/marcelmueller/source/acqm/Pu/Pu_PuClBr/coord.xyz	3	3.0
Pu_PuF4	/Users/marcelmueller/source/acqm/Pu/Pu_PuF4/coord.xyz	5	0.0
Pu_PuF3	/Users/marcelmueller/source/acqm/Pu/Pu_PuF3/coord.xyz	4	0.0
Pa_PaOBeTe	/Users/marcelmueller/source/acqm/Pa/Pa_PaOBeTe/coord.xyz	4	-4.0
Pa_Br1C16H23N4O2Pa1	/Users/marcelmueller/source/acqm/Pa/Pa_Br1C16H23N4O2Pa1/coord.xyz	47	3.0
Pa_PaSrF	/Users/marcelmueller/source/acqm/Pa/Pa_PaSrF/coord.xyz	3	0.0
Pa_PaO2Be1	/Users/marcelmueller/source/acqm/Pa/Pa_PaO2Be1/coord.xyz	4	0.0
Pa_PaMg	/Users/marcelmueller/source/acqm/Pa/Pa_PaMg/coord.xyz	2	0.0
Pa_PaCl1	/Users/marcelmueller/source/acqm/Pa/Pa_PaCl1/coord.xyz	2	0.0
Pa_PaH4	/Users/marcelmueller/source/acqm/Pa/Pa_PaH4/coord.xyz	5	0.0
Pa_C6Cl1H7N1O2Pa1	/Users/marcelmueller/source/acqm/Pa/Pa_C6Cl1H7N1O2Pa1/coord.xyz	18	2.0
Pa_PaAlSiSbS	/Users/marcelmueller/source/acqm/Pa/Pa_PaAlSiSbS/coord.xyz	5	-2.0
Pa_C5Cl1H7O5Pa1S1	/Users/marcelmueller/source/acqm/Pa/Pa_C5Cl1H7O5Pa1S1/coord.xyz	20	1.0
Pa_PaHKSeI	/Users/marcelmueller/source/acqm/Pa/Pa_PaHKSeI/coord.xyz	5	-2.0
Pa_PaH3	/Users/marcelmueller/source/acqm/Pa/Pa_PaH3/coord.xyz	4	0.0
Pa_PaCl6	/Users/marcelmueller/source/acqm/Pa/Pa_PaCl6/coord.xyz	7	0.0
Pa_C11H30N3O2P1Pa1	/Users/marcelmueller/source/acqm/Pa/Pa_C11H30N3O2P1Pa1/coord.xyz	48	5.0
Pa_Br1C8F4H13N2O1P2Pa1	/Users/marcelmueller/source/acqm/Pa/Pa_Br1C8F4H13N2O1P2Pa1/coord.xyz	32	3.0
Pa_PaH3Li2	/Users/marcelmueller/source/acqm/Pa/Pa_PaH3Li2/coord.xyz	6	0.0
Pa_C3H14N3O1Pa1	/Users/marcelmueller/source/acqm/Pa/Pa_C3H14N3O1Pa1/coord.xyz	22	4.0
Pa_PaCLi	/Users/marcelmueller/source/acqm/Pa/Pa_PaCLi/coord.xyz	3	2.0
Pa_PaBSnNaBr	/Users/marcelmueller/source/acqm/Pa/Pa_PaBSnNaBr/coord.xyz	5	1.0
Pa_PaH2	/Users/marcelmueller/source/acqm/Pa/Pa_PaH2/coord.xyz	3	0.0
Pa_C10F3H17N3O6P2Pa1	/Users/marcelmueller/source/acqm/Pa/Pa_C10F3H17N3O6P2Pa1/coord.xyz	42	2.0
Pa_PaH5	/Users/marcelmueller/source/acqm/Pa/Pa_PaH5/coord.xyz	6	0.0
Pa_C7H5I1N1O5Pa1	/Users/marcelmueller/source/acqm/Pa/Pa_C7H5I1N1O5Pa1/coord.xyz	20	2.0
Pa_PaHSnSe	/Users/marcelmueller/source/acqm/Pa/Pa_PaHSnSe/coord.xyz	4	1.0
Pa_PaInPTeO	/Users/marcelmueller/source/acqm/Pa/Pa_PaInPTeO/coord.xyz	5	1.0
Pa_PaH2Li2	/Users/marcelmueller/source/acqm/Pa/Pa_PaH2Li2/coord.xyz	5	0.0
Pa_PaSnKSe	/Users/marcelmueller/source/acqm/Pa/Pa_PaSnKSe/coord.xyz	4	0.0
Pa_PaHSiOHSb	/Users/marcelmueller/source/acqm/Pa/Pa_PaHSiOHSb/coord.xyz	6	-4.0
Pa_C4H9N5O4P1Pa1S1	/Users/marcelmueller/source/acqm/Pa/Pa_C4H9N5O4P1Pa1S1/coord.xyz	25	2.0
Pa_PaGaSiH	/Users/marcelmueller/source/acqm/Pa/Pa_PaGaSiH/coord.xyz	4	2.0
Pa_PaS3	/Users/marcelmueller/source/acqm/Pa/Pa_PaS3/coord.xyz	4	0.0
Pa_C5H9N4O7P1Pa1S2	/Users/marcelmueller/source/acqm/Pa/Pa_C5H9N4O7P1Pa1S2/coord.xyz	29	1.0
Pa_C6Cl1H10N3O2P1Pa1S1	/Users/marcelmueller/source/acqm/Pa/Pa_C6Cl1H10N3O2P1Pa1S1/coord.xyz	25	0.0
Pa_PaS4	/Users/marcelmueller/source/acqm/Pa/Pa_PaS4/coord.xyz	5	0.0
Pa_PaKSrClBe	/Users/marcelmueller/source/acqm/Pa/Pa_PaKSrClBe/coord.xyz	5	1.0
Pa_C10F1H15N3O3P1Pa1	/Users/marcelmueller/source/acqm/Pa/Pa_C10F1H15N3O3P1Pa1/coord.xyz	34	3.0
Pa_Br1C1H3I1N6O1Pa1	/Users/marcelmueller/source/acqm/Pa/Pa_Br1C1H3I1N6O1Pa1/coord.xyz	14	0.0
Pa_PaHKCa	/Users/marcelmueller/source/acqm/Pa/Pa_PaHKCa/coord.xyz	4	-1.0
Pa_PaAlNP	/Users/marcelmueller/source/acqm/Pa/Pa_PaAlNP/coord.xyz	4	-3.0
Pa_C12H22N3O10P1Pa1S1	/Users/marcelmueller/source/acqm/Pa/Pa_C12H22N3O10P1Pa1S1/coord.xyz	50	1.0
Pa_C18H30N9O5P1Pa1	/Users/marcelmueller/source/acqm/Pa/Pa_C18H30N9O5P1Pa1/coord.xyz	64	1.0
Pa_PaAsSbSeFF	/Users/marcelmueller/source/acqm/Pa/Pa_PaAsSbSeFF/coord.xyz	6	2.0
Pa_C13H33N8O2Pa1	/Users/marcelmueller/source/acqm/Pa/Pa_C13H33N8O2Pa1/coord.xyz	57	4.0
Pa_PaO3Be1	/Users/marcelmueller/source/acqm/Pa/Pa_PaO3Be1/coord.xyz	5	0.0
Pa_C6Cl2H11N1O1Pa1	/Users/marcelmueller/source/acqm/Pa/Pa_C6Cl2H11N1O1Pa1/coord.xyz	22	3.0
Pa_PaSe	/Users/marcelmueller/source/acqm/Pa/Pa_PaSe/coord.xyz	2	3.0
Pa_C9Cl1H5I1N3O5Pa1S1	/Users/marcelmueller/source/acqm/Pa/Pa_C9Cl1H5I1N3O5Pa1S1/coord.xyz	26	-1.0
Pa_Br1C5H13N4O3Pa1S2	/Users/marcelmueller/source/acqm/Pa/Pa_Br1C5H13N4O3Pa1S2/coord.xyz	29	1.0
Pa_PaGeSnOTeLi	/Users/marcelmueller/source/acqm/Pa/Pa_PaGeSnOTeLi/coord.xyz	6	-1.0
Pa_C9F1H20N1O5P1Pa1S1	/Users/marcelmueller/source/acqm/Pa/Pa_C9F1H20N1O5P1Pa1S1/coord.xyz	39	2.0
Pa_PaS2	/Users/marcelmueller/source/acqm/Pa/Pa_PaS2/coord.xyz	3	0.0
Pa_PaGeMgTe	/Users/marcelmueller/source/acqm/Pa/Pa_PaGeMgTe/coord.xyz	4	-1.0
Pa_PaC	/Users/marcelmueller/source/acqm/Pa/Pa_PaC/coord.xyz	2	3.0
Pa_C10F1H17N1O8P1Pa1S1	/Users/marcelmueller/source/acqm/Pa/Pa_C10F1H17N1O8P1Pa1S1/coord.xyz	40	1.0
Pa_PaSrBK	/Users/marcelmueller/source/acqm/Pa/Pa_PaSrBK/coord.xyz	4	-1.0
Pa_PaNFS	/Users/marcelmueller/source/acqm/Pa/Pa_PaNFS/coord.xyz	4	1.0
Pa_PaP	/Users/marcelmueller/source/acqm/Pa/Pa_PaP/coord.xyz	2	0.0
Pa_PaGaSeClS	/Users/marcelmueller/source/acqm/Pa/Pa_PaGaSeClS/coord.xyz	5	1.0
Pa_PaSrBBe	/Users/marcelmueller/source/acqm/Pa/Pa_PaSrBBe/coord.xyz	4	1.0
Pa_PaI6	/Users/marcelmueller/source/acqm/Pa/Pa_PaI6/coord.xyz	7	0.0
Pa_PaF2	/Users/marcelmueller/source/acqm/Pa/Pa_PaF2/coord.xyz	3	0.0
Pa_PaI1	/Users/marcelmueller/source/acqm/Pa/Pa_PaI1/coord.xyz	2	0.0
Pa_C1H2I1N1O4Pa1S2	/Users/marcelmueller/source/acqm/Pa/Pa_C1H2I1N1O4Pa1S2/coord.xyz	12	1.0
Pa_C7H9N3O8Pa1S1	/Users/marcelmueller/source/acqm/Pa/Pa_C7H9N3O8Pa1S1/coord.xyz	29	1.0
Pa_C15H23N2O5P2Pa1S1	/Users/marcelmueller/source/acqm/Pa/Pa_C15H23N2O5P2Pa1S1/coord.xyz	49	2.0
Pa_PaBr6	/Users/marcelmueller/source/acqm/Pa/Pa_PaBr6/coord.xyz	7	0.0
Pa_PaO4	/Users/marcelmueller/source/acqm/Pa/Pa_PaO4/coord.xyz	5	0.0
Pa_C9H16N2O2P1Pa1S1	/Users/marcelmueller/source/acqm/Pa/Pa_C9H16N2O2P1Pa1S1/coord.xyz	32	4.0
Pa_C12F4H16O10P1Pa1S2	/Users/marcelmueller/source/acqm/Pa/Pa_C12F4H16O10P1Pa1S2/coord.xyz	46	-2.0
Pa_PaO3	/Users/marcelmueller/source/acqm/Pa/Pa_PaO3/coord.xyz	4	0.0
Pa_PaBr1	/Users/marcelmueller/source/acqm/Pa/Pa_PaBr1/coord.xyz	2	0.0
Pa_PaH4Li1	/Users/marcelmueller/source/acqm/Pa/Pa_PaH4Li1/coord.xyz	6	0.0
Pa_PaBrAs	/Users/marcelmueller/source/acqm/Pa/Pa_PaBrAs/coord.xyz	3	-3.0
Pa_PaO1Be2	/Users/marcelmueller/source/acqm/Pa/Pa_PaO1Be2/coord.xyz	4	0.0
Pa_C11H31N2O5P1Pa1S1	/Users/marcelmueller/source/acqm/Pa/Pa_C11H31N2O5P1Pa1S1/coord.xyz	52	3.0
Pa_PaCGe	/Users/marcelmueller/source/acqm/Pa/Pa_PaCGe/coord.xyz	3	0.0
Pa_C5H14N4O4Pa1	/Users/marcelmueller/source/acqm/Pa/Pa_C5H14N4O4Pa1/coord.xyz	28	3.0
Pa_C9H18N1O3Pa1	/Users/marcelmueller/source/acqm/Pa/Pa_C9H18N1O3Pa1/coord.xyz	32	4.0
Pa_C5H10N2O7P1Pa1S3	/Users/marcelmueller/source/acqm/Pa/Pa_C5H10N2O7P1Pa1S3/coord.xyz	29	0.0
Pa_PaF4	/Users/marcelmueller/source/acqm/Pa/Pa_PaF4/coord.xyz	5	0.0
Pa_PaF3	/Users/marcelmueller/source/acqm/Pa/Pa_PaF3/coord.xyz	4	0.0
Pa_C4H14N3O1Pa1	/Users/marcelmueller/source/acqm/Pa/Pa_C4H14N3O1Pa1/coord.xyz	23	4.0
Pa_PaO2	/Users/marcelmueller/source/acqm/Pa/Pa_PaO2/coord.xyz	3	0.0
Pa_F4N1O6P1Pa1S1	/Users/marcelmueller/source/acqm/Pa/Pa_F4N1O6P1Pa1S1/coord.xyz	14	1.0
Pa_PaHMgHK	/Users/marcelmueller/source/acqm/Pa/Pa_PaHMgHK/coord.xyz	5	-2.0
Pa_C1F3H1I1N2O3P1Pa1S1	/Users/marcelmueller/source/acqm/Pa/Pa_C1F3H1I1N2O3P1Pa1S1/coord.xyz	14	1.0
Pa_PaCl5	/Users/marcelmueller/source/acqm/Pa/Pa_PaCl5/coord.xyz	6	0.0
Pa_PaCl2	/Users/marcelmueller/source/acqm/Pa/Pa_PaCl2/coord.xyz	3	0.0
Pa_C9H25I1N8O6P1Pa1	/Users/marcelmueller/source/acqm/Pa/Pa_C9H25I1N8O6P1Pa1/coord.xyz	51	0.0
Pa_C1F3H3N1O2Pa1	/Users/marcelmueller/source/acqm/Pa/Pa_C1F3H3N1O2Pa1/coord.xyz	11	0.0
Pa_C7Cl1H22N6P1Pa1	/Users/marcelmueller/source/acqm/Pa/Pa_C7Cl1H22N6P1Pa1/coord.xyz	38	3.0
Pa_PaBr	/Users/marcelmueller/source/acqm/Pa/Pa_PaBr/coord.xyz	2	3.0
Pa_PaO2Be2	/Users/marcelmueller/source/acqm/Pa/Pa_PaO2Be2/coord.xyz	5	0.0
Pa_PaCl3	/Users/marcelmueller/source/acqm/Pa/Pa_PaCl3/coord.xyz	4	0.0
Pa_PaH6	/Users/marcelmueller/source/acqm/Pa/Pa_PaH6/coord.xyz	7	0.0
Pa_PaH1	/Users/marcelmueller/source/acqm/Pa/Pa_PaH1/coord.xyz	2	0.0
Pa_PaCl4	/Users/marcelmueller/source/acqm/Pa/Pa_PaCl4/coord.xyz	5	0.0
Pa_Br1C2H10O3Pa1	/Users/marcelmueller/source/acqm/Pa/Pa_Br1C2H10O3Pa1/coord.xyz	17	4.0
Pa_PaGaPAsBr	/Users/marcelmueller/source/acqm/Pa/Pa_PaGaPAsBr/coord.xyz	5	2.0
Pa_PaHFBr	/Users/marcelmueller/source/acqm/Pa/Pa_PaHFBr/coord.xyz	4	0.0
Pa_PaCaSbSb	/Users/marcelmueller/source/acqm/Pa/Pa_PaCaSbSb/coord.xyz	4	0.0
Pa_PaH3Li1	/Users/marcelmueller/source/acqm/Pa/Pa_PaH3Li1/coord.xyz	5	0.0
Pa_C4H4N4O5Pa1S2	/Users/marcelmueller/source/acqm/Pa/Pa_C4H4N4O5Pa1S2/coord.xyz	20	1.0
Pa_C4H7N3O5Pa1	/Users/marcelmueller/source/acqm/Pa/Pa_C4H7N3O5Pa1/coord.xyz	20	3.0
Pa_C7F1H18N2O7P1Pa1S1	/Users/marcelmueller/source/acqm/Pa/Pa_C7F1H18N2O7P1Pa1S1/coord.xyz	38	1.0
Pa_C10F4H16N6O1P1Pa1S1	/Users/marcelmueller/source/acqm/Pa/Pa_C10F4H16N6O1P1Pa1S1/coord.xyz	40	2.0
Pa_PaHH	/Users/marcelmueller/source/acqm/Pa/Pa_PaHH/coord.xyz	3	-1.0
Pa_Br1C8H6N1O5Pa1S2	/Users/marcelmueller/source/acqm/Pa/Pa_Br1C8H6N1O5Pa1S2/coord.xyz	24	1.0
Pa_C20H16N7O5Pa1S2	/Users/marcelmueller/source/acqm/Pa/Pa_C20H16N7O5Pa1S2/coord.xyz	51	0.0
Pa_PaSrNSeCl	/Users/marcelmueller/source/acqm/Pa/Pa_PaSrNSeCl/coord.xyz	5	0.0
Pa_PaCPLi	/Users/marcelmueller/source/acqm/Pa/Pa_PaCPLi/coord.xyz	4	-1.0
Pa_PaNBe	/Users/marcelmueller/source/acqm/Pa/Pa_PaNBe/coord.xyz	3	-2.0
Pa_PaH2Li1	/Users/marcelmueller/source/acqm/Pa/Pa_PaH2Li1/coord.xyz	4	0.0
Pa_C9H25N7O8Pa1S3	/Users/marcelmueller/source/acqm/Pa/Pa_C9H25N7O8Pa1S3/coord.xyz	53	-1.0
Pa_C2H7I1N1O4Pa1	/Users/marcelmueller/source/acqm/Pa/Pa_C2H7I1N1O4Pa1/coord.xyz	16	2.0
Pa_Br1C3H6N2O2Pa1	/Users/marcelmueller/source/acqm/Pa/Pa_Br1C3H6N2O2Pa1/coord.xyz	15	2.0
Pa_PaCaICa	/Users/marcelmueller/source/acqm/Pa/Pa_PaCaICa/coord.xyz	4	1.0
Pa_PaGaSbBr	/Users/marcelmueller/source/acqm/Pa/Pa_PaGaSbBr/coord.xyz	4	-1.0
Pa_PaS1	/Users/marcelmueller/source/acqm/Pa/Pa_PaS1/coord.xyz	2	0.0
Pa_PaHSrC	/Users/marcelmueller/source/acqm/Pa/Pa_PaHSrC/coord.xyz	4	3.0
Pa_PaHBSiFBe	/Users/marcelmueller/source/acqm/Pa/Pa_PaHBSiFBe/coord.xyz	6	1.0
Pa_PaGeBr	/Users/marcelmueller/source/acqm/Pa/Pa_PaGeBr/coord.xyz	3	2.0
Pa_C11H9N2O2Pa1	/Users/marcelmueller/source/acqm/Pa/Pa_C11H9N2O2Pa1/coord.xyz	25	4.0
Pa_C22H17N5O2Pa1	/Users/marcelmueller/source/acqm/Pa/Pa_C22H17N5O2Pa1/coord.xyz	47	3.0
Pa_PaInBe	/Users/marcelmueller/source/acqm/Pa/Pa_PaInBe/coord.xyz	3	-2.0
Pa_C7H11N2O7Pa1	/Users/marcelmueller/source/acqm/Pa/Pa_C7H11N2O7Pa1/coord.xyz	28	2.0
Pa_C16H15N2O6Pa1	/Users/marcelmueller/source/acqm/Pa/Pa_C16H15N2O6Pa1/coord.xyz	40	2.0
Pa_C19H14I1N2O5Pa1	/Users/marcelmueller/source/acqm/Pa/Pa_C19H14I1N2O5Pa1/coord.xyz	42	2.0
Pa_PaH1Li2	/Users/marcelmueller/source/acqm/Pa/Pa_PaH1Li2/coord.xyz	4	0.0
Pa_PaSrGePP	/Users/marcelmueller/source/acqm/Pa/Pa_PaSrGePP/coord.xyz	5	0.0
Pa_PaI	/Users/marcelmueller/source/acqm/Pa/Pa_PaI/coord.xyz	2	-1.0
Pa_PaMgSb	/Users/marcelmueller/source/acqm/Pa/Pa_PaMgSb/coord.xyz	3	-3.0
Pa_Br1C4F1H8N2O2Pa1	/Users/marcelmueller/source/acqm/Pa/Pa_Br1C4F1H8N2O2Pa1/coord.xyz	19	3.0
Pa_C10H14N2O7P1Pa1	/Users/marcelmueller/source/acqm/Pa/Pa_C10H14N2O7P1Pa1/coord.xyz	35	2.0
Pa_C12H8I1N3O1Pa1S1	/Users/marcelmueller/source/acqm/Pa/Pa_C12H8I1N3O1Pa1S1/coord.xyz	27	3.0
Pa_PaHAlNTeSe	/Users/marcelmueller/source/acqm/Pa/Pa_PaHAlNTeSe/coord.xyz	6	1.0
Pa_C8H23N3O2P1Pa1S1	/Users/marcelmueller/source/acqm/Pa/Pa_C8H23N3O2P1Pa1S1/coord.xyz	39	4.0
Pa_Br1C15H11N1O4Pa1	/Users/marcelmueller/source/acqm/Pa/Pa_Br1C15H11N1O4Pa1/coord.xyz	33	2.0
Pa_PaGaClNaSr	/Users/marcelmueller/source/acqm/Pa/Pa_PaGaClNaSr/coord.xyz	5	0.0
Pa_PaCaCl	/Users/marcelmueller/source/acqm/Pa/Pa_PaCaCl/coord.xyz	3	0.0
Pa_PaInClTe	/Users/marcelmueller/source/acqm/Pa/Pa_PaInClTe/coord.xyz	4	1.0
Pa_PaHTeBrH	/Users/marcelmueller/source/acqm/Pa/Pa_PaHTeBrH/coord.xyz	5	-1.0
Pa_C10H19N1O9P1Pa1S1	/Users/marcelmueller/source/acqm/Pa/Pa_C10H19N1O9P1Pa1S1/coord.xyz	42	0.0
Pa_PaHLiNaMgO	/Users/marcelmueller/source/acqm/Pa/Pa_PaHLiNaMgO/coord.xyz	6	0.0
Pa_PaH1Li3	/Users/marcelmueller/source/acqm/Pa/Pa_PaH1Li3/coord.xyz	5	0.0
Pa_PaS	/Users/marcelmueller/source/acqm/Pa/Pa_PaS/coord.xyz	2	0.0
Pa_C9H13N4O5Pa1	/Users/marcelmueller/source/acqm/Pa/Pa_C9H13N4O5Pa1/coord.xyz	32	2.0
Pa_C8H16I1N4O1P1Pa1S1	/Users/marcelmueller/source/acqm/Pa/Pa_C8H16I1N4O1P1Pa1S1/coord.xyz	33	3.0
Pa_C24H30N3O11P1Pa1	/Users/marcelmueller/source/acqm/Pa/Pa_C24H30N3O11P1Pa1/coord.xyz	70	3.0
