CID,Method,Charge,Atom number,Atom type
mlm_H7B3Co1Sb2Au1_465140,GFN2-xTB,-0.43747866,11,27
mlm_H7B3Co1Sb2Au1_465140,GFN2-xTB,0.29610227,12,51
mlm_H7B3Co1Sb2Au1_465140,GFN2-xTB,0.29289077,13,51
mlm_H7B3Co1Sb2Au1_465140,GFN2-xTB,0.30059381,14,79
mlm_C2H1F1K1Br1Rh1Hg1_b240e9,GFN2-xTB,-0.12822073,1,1
mlm_C2H1F1K1Br1Rh1Hg1_b240e9,GFN2-xTB,-0.36317066,2,6
mlm_C2H1F1K1Br1Rh1Hg1_b240e9,GFN2-xTB,-0.08545135,3,6
mlm_C2H1F1K1Br1Rh1Hg1_b240e9,GFN2-xTB,-0.37940722,4,9
mlm_C2H1F1K1Br1Rh1Hg1_b240e9,GFN2-xTB,0.58718187,5,19
mlm_C2H1F1K1Br1Rh1Hg1_b240e9,GFN2-xTB,-0.34920239,6,35
mlm_C2H1F1K1Br1Rh1Hg1_b240e9,GFN2-xTB,-0.30977276,7,45
mlm_C2H1F1K1Br1Rh1Hg1_b240e9,GFN2-xTB,0.02804325,8,80
mlm_C1H4Li1Rb1Hg1_c3e1fa,GFN2-xTB,-0.05754268,1,1
mlm_C1H4Li1Rb1Hg1_c3e1fa,GFN2-xTB,-0.39260896,2,1
mlm_C1H4Li1Rb1Hg1_c3e1fa,GFN2-xTB,-0.04780194,3,1
mlm_C1H4Li1Rb1Hg1_c3e1fa,GFN2-xTB,-0.03760205,4,1
mlm_C1H4Li1Rb1Hg1_c3e1fa,GFN2-xTB,0.34944012,5,3
mlm_C1H4Li1Rb1Hg1_c3e1fa,GFN2-xTB,-0.32699594,6,6
mlm_C1H4Li1Rb1Hg1_c3e1fa,GFN2-xTB,0.38225232,7,37
mlm_C1H4Li1Rb1Hg1_c3e1fa,GFN2-xTB,0.13085912,8,80
mlm_H5He1B1Rb2_6ebb9d,GFN2-xTB,0.05306349,1,1
mlm_H5He1B1Rb2_6ebb9d,GFN2-xTB,-0.19012704,2,1
mlm_H5He1B1Rb2_6ebb9d,GFN2-xTB,-0.52715147,3,1
mlm_H5He1B1Rb2_6ebb9d,GFN2-xTB,0.04373248,4,1
mlm_H5He1B1Rb2_6ebb9d,GFN2-xTB,-0.19077048,5,1
mlm_H5He1B1Rb2_6ebb9d,GFN2-xTB,0.06779308,6,2
mlm_H5He1B1Rb2_6ebb9d,GFN2-xTB,0.0706498,7,5
mlm_H5He1B1Rb2_6ebb9d,GFN2-xTB,0.36766417,8,37
mlm_H5He1B1Rb2_6ebb9d,GFN2-xTB,0.30514598,9,37
mlm_H3He1Cl2Ru1Au1_d9c759,GFN2-xTB,0.35904344,1,1
mlm_H3He1Cl2Ru1Au1_d9c759,GFN2-xTB,-0.23172683,2,1
mlm_H3He1Cl2Ru1Au1_d9c759,GFN2-xTB,-0.20813796,3,1
mlm_H3He1Cl2Ru1Au1_d9c759,GFN2-xTB,0.1974983,4,2
mlm_H3He1Cl2Ru1Au1_d9c759,GFN2-xTB,-0.17963118,5,17
mlm_H3He1Cl2Ru1Au1_d9c759,GFN2-xTB,0.00430295,6,17
mlm_H3He1Cl2Ru1Au1_d9c759,GFN2-xTB,-0.2157851,7,44
mlm_H3He1Cl2Ru1Au1_d9c759,GFN2-xTB,0.27443639,8,79
mlm_H2N1Li1P2Zn1Ge1_6e3fee,GFN2-xTB,-0.36225586,1,1
mlm_H2N1Li1P2Zn1Ge1_6e3fee,GFN2-xTB,0.14929042,2,1
mlm_H2N1Li1P2Zn1Ge1_6e3fee,GFN2-xTB,0.26837712,3,3
mlm_H2N1Li1P2Zn1Ge1_6e3fee,GFN2-xTB,-0.35218206,4,7
mlm_H2N1Li1P2Zn1Ge1_6e3fee,GFN2-xTB,0.02168666,5,15
mlm_H2N1Li1P2Zn1Ge1_6e3fee,GFN2-xTB,-0.24626097,6,15
mlm_H2N1Li1P2Zn1Ge1_6e3fee,GFN2-xTB,0.19546973,7,30
mlm_H2N1Li1P2Zn1Ge1_6e3fee,GFN2-xTB,0.32587497,8,32
mlm_H6Si1Ni1At2_b50f94,GFN2-xTB,0.06440317,1,1
mlm_H6Si1Ni1At2_b50f94,GFN2-xTB,0.06769487,2,1
mlm_H6Si1Ni1At2_b50f94,GFN2-xTB,0.09163585,3,1
mlm_H6Si1Ni1At2_b50f94,GFN2-xTB,0.06204455,4,1
mlm_H6Si1Ni1At2_b50f94,GFN2-xTB,0.08081938,5,1
mlm_H6Si1Ni1At2_b50f94,GFN2-xTB,0.06218342,6,1
mlm_H6Si1Ni1At2_b50f94,GFN2-xTB,0.53075658,7,14
mlm_H6Si1Ni1At2_b50f94,GFN2-xTB,-0.42017335,8,28
mlm_H6Si1Ni1At2_b50f94,GFN2-xTB,0.75848972,9,85
mlm_H6Si1Ni1At2_b50f94,GFN2-xTB,0.7021458,10,85
mlm_C2H4Li1B1Ga2At1_70b5e7,GFN2-xTB,-0.17218371,1,1
mlm_C2H4Li1B1Ga2At1_70b5e7,GFN2-xTB,-0.04102508,2,1
mlm_C2H4Li1B1Ga2At1_70b5e7,GFN2-xTB,-0.01054944,3,1
mlm_C2H4Li1B1Ga2At1_70b5e7,GFN2-xTB,-0.02939192,4,1
mlm_C2H4Li1B1Ga2At1_70b5e7,GFN2-xTB,0.69811588,5,3
mlm_C2H4Li1B1Ga2At1_70b5e7,GFN2-xTB,0.17984209,6,5
mlm_C2H4Li1B1Ga2At1_70b5e7,GFN2-xTB,-0.1554347,7,6
mlm_C2H4Li1B1Ga2At1_70b5e7,GFN2-xTB,-0.10107,8,6
mlm_C2H4Li1B1Ga2At1_70b5e7,GFN2-xTB,0.27018759,9,31
mlm_C2H4Li1B1Ga2At1_70b5e7,GFN2-xTB,0.1578587,10,31
mlm_C2H4Li1B1Ga2At1_70b5e7,GFN2-xTB,0.20365058,11,85
mlm_H2N1F3Si1Tc1Te1_d17d53,GFN2-xTB,-0.15578131,1,1
mlm_H2N1F3Si1Tc1Te1_d17d53,GFN2-xTB,-0.0986482,2,1
mlm_H2N1F3Si1Tc1Te1_d17d53,GFN2-xTB,-0.40432724,3,7
mlm_H2N1F3Si1Tc1Te1_d17d53,GFN2-xTB,-0.3084407,4,9
mlm_H2N1F3Si1Tc1Te1_d17d53,GFN2-xTB,-0.44688261,5,9
mlm_H2N1F3Si1Tc1Te1_d17d53,GFN2-xTB,-0.31605305,6,9
mlm_H2N1F3Si1Tc1Te1_d17d53,GFN2-xTB,0.62621011,7,14
mlm_H2N1F3Si1Tc1Te1_d17d53,GFN2-xTB,0.21452114,8,43
mlm_H2N1F3Si1Tc1Te1_d17d53,GFN2-xTB,-0.11059816,9,52
mlm_H3N1Cu2Cs1Pb1_e73a26,GFN2-xTB,-0.1685665,1,1
mlm_H3N1Cu2Cs1Pb1_e73a26,GFN2-xTB,-0.11926993,2,1
mlm_H3N1Cu2Cs1Pb1_e73a26,GFN2-xTB,-0.07388204,3,1
mlm_H3N1Cu2Cs1Pb1_e73a26,GFN2-xTB,-0.45005155,4,7
mlm_H3N1Cu2Cs1Pb1_e73a26,GFN2-xTB,0.19661442,5,29
mlm_H3N1Cu2Cs1Pb1_e73a26,GFN2-xTB,0.31627993,6,29
mlm_H3N1Cu2Cs1Pb1_e73a26,GFN2-xTB,0.71777724,7,55
mlm_H3N1Cu2Cs1Pb1_e73a26,GFN2-xTB,0.58109844,8,82
mlm_C2H2N1Cl1Sr2Pt1_172899,GFN2-xTB,0.07803646,1,1
mlm_C2H2N1Cl1Sr2Pt1_172899,GFN2-xTB,-0.03710647,2,1
mlm_C2H2N1Cl1Sr2Pt1_172899,GFN2-xTB,-0.07642034,3,6
mlm_C2H2N1Cl1Sr2Pt1_172899,GFN2-xTB,-0.113338,4,6
mlm_C2H2N1Cl1Sr2Pt1_172899,GFN2-xTB,-0.33346438,5,7
mlm_C2H2N1Cl1Sr2Pt1_172899,GFN2-xTB,-0.54473269,6,17
mlm_C2H2N1Cl1Sr2Pt1_172899,GFN2-xTB,0.55782894,7,38
mlm_C2H2N1Cl1Sr2Pt1_172899,GFN2-xTB,0.50734922,8,38
mlm_C2H2N1Cl1Sr2Pt1_172899,GFN2-xTB,-0.03815273,9,78
mlm_C1H3K1Rb1Ta2_8ffa56,GFN2-xTB,0.05462392,1,1
mlm_C1H3K1Rb1Ta2_8ffa56,GFN2-xTB,-0.19963216,2,1
mlm_C1H3K1Rb1Ta2_8ffa56,GFN2-xTB,-0.21954865,3,1
mlm_C1H3K1Rb1Ta2_8ffa56,GFN2-xTB,-0.29126083,4,6
mlm_C1H3K1Rb1Ta2_8ffa56,GFN2-xTB,0.75304177,5,19
mlm_C1H3K1Rb1Ta2_8ffa56,GFN2-xTB,0.61426842,6,37
mlm_C1H3K1Rb1Ta2_8ffa56,GFN2-xTB,0.18305803,7,73
mlm_C1H3K1Rb1Ta2_8ffa56,GFN2-xTB,0.10544951,8,73
mlm_H7N2Be1B1Na1Ge2_7eea4b,GFN2-xTB,0.05659189,1,1
mlm_H7N2Be1B1Na1Ge2_7eea4b,GFN2-xTB,0.18432348,2,1
mlm_H7N2Be1B1Na1Ge2_7eea4b,GFN2-xTB,-0.05453993,3,1
mlm_H7N2Be1B1Na1Ge2_7eea4b,GFN2-xTB,-0.16488267,4,1
mlm_H7N2Be1B1Na1Ge2_7eea4b,GFN2-xTB,0.16502318,5,1
mlm_H7N2Be1B1Na1Ge2_7eea4b,GFN2-xTB,-0.04588794,6,1
mlm_H7N2Be1B1Na1Ge2_7eea4b,GFN2-xTB,0.07441479,7,1
mlm_H7N2Be1B1Na1Ge2_7eea4b,GFN2-xTB,0.46708142,8,4
mlm_H7N2Be1B1Na1Ge2_7eea4b,GFN2-xTB,0.25107632,9,5
mlm_H7N2Be1B1Na1Ge2_7eea4b,GFN2-xTB,-0.45843304,10,7
mlm_H7N2Be1B1Na1Ge2_7eea4b,GFN2-xTB,-0.48720929,11,7
mlm_H7N2Be1B1Na1Ge2_7eea4b,GFN2-xTB,0.71413485,12,11
mlm_H7N2Be1B1Na1Ge2_7eea4b,GFN2-xTB,0.3563241,13,32
mlm_H7N2Be1B1Na1Ge2_7eea4b,GFN2-xTB,-0.05801718,14,32
mlm_C1H4B2Na1_a8a9cd,GFN2-xTB,-0.58992803,1,1
mlm_C1H4B2Na1_a8a9cd,GFN2-xTB,-0.25906767,2,1
mlm_C1H4B2Na1_a8a9cd,GFN2-xTB,-0.14774449,3,1
mlm_C1H4B2Na1_a8a9cd,GFN2-xTB,-0.26869627,4,1
mlm_C1H4B2Na1_a8a9cd,GFN2-xTB,0.05409055,5,5
mlm_C1H4B2Na1_a8a9cd,GFN2-xTB,0.03366078,6,5
mlm_C1H4B2Na1_a8a9cd,GFN2-xTB,-0.27184497,7,6
mlm_C1H4B2Na1_a8a9cd,GFN2-xTB,0.44953011,8,11
mlm_H5B1F1As1Zr2Sb1_a9d831,GFN2-xTB,0.12657157,1,1
mlm_H5B1F1As1Zr2Sb1_a9d831,GFN2-xTB,-0.24768865,2,1
mlm_H5B1F1As1Zr2Sb1_a9d831,GFN2-xTB,-0.261027,3,1
mlm_H5B1F1As1Zr2Sb1_a9d831,GFN2-xTB,-0.26909504,4,1
mlm_H5B1F1As1Zr2Sb1_a9d831,GFN2-xTB,0.0253763,5,1
mlm_H5B1F1As1Zr2Sb1_a9d831,GFN2-xTB,-0.03031557,6,5
mlm_H5B1F1As1Zr2Sb1_a9d831,GFN2-xTB,-0.4281031,7,9
mlm_H5B1F1As1Zr2Sb1_a9d831,GFN2-xTB,-0.22735943,8,33
mlm_H5B1F1As1Zr2Sb1_a9d831,GFN2-xTB,0.99066834,9,40
mlm_H5B1F1As1Zr2Sb1_a9d831,GFN2-xTB,1.04747977,10,40
mlm_H5B1F1As1Zr2Sb1_a9d831,GFN2-xTB,0.27349282,11,51
mlm_C1H5Li2Mg1P2Po1_3c0012,GFN2-xTB,-0.29992324,1,1
mlm_C1H5Li2Mg1P2Po1_3c0012,GFN2-xTB,-0.00769571,2,1
mlm_C1H5Li2Mg1P2Po1_3c0012,GFN2-xTB,-0.3008971,3,1
mlm_C1H5Li2Mg1P2Po1_3c0012,GFN2-xTB,-0.32392363,4,1
mlm_C1H5Li2Mg1P2Po1_3c0012,GFN2-xTB,-0.30268508,5,1
mlm_C1H5Li2Mg1P2Po1_3c0012,GFN2-xTB,0.38354886,6,3
mlm_C1H5Li2Mg1P2Po1_3c0012,GFN2-xTB,0.35103477,7,3
mlm_C1H5Li2Mg1P2Po1_3c0012,GFN2-xTB,-0.20418798,8,6
mlm_C1H5Li2Mg1P2Po1_3c0012,GFN2-xTB,0.38546202,9,12
mlm_C1H5Li2Mg1P2Po1_3c0012,GFN2-xTB,-0.24479816,10,15
mlm_C1H5Li2Mg1P2Po1_3c0012,GFN2-xTB,-0.78400476,11,15
mlm_C1H5Li2Mg1P2Po1_3c0012,GFN2-xTB,0.34807001,12,84
mlm_H2O1Be2Nb1Ru1Ag1_fea7a7,wB97M-V,-0.150825,1,1
mlm_H2O1Be2Nb1Ru1Ag1_fea7a7,wB97M-V,-0.191705,2,1
mlm_H2O1Be2Nb1Ru1Ag1_fea7a7,wB97M-V,0.222561,3,4
mlm_H2O1Be2Nb1Ru1Ag1_fea7a7,wB97M-V,0.075062,4,4
mlm_H2O1Be2Nb1Ru1Ag1_fea7a7,wB97M-V,-0.40629,5,8
mlm_H2O1Be2Nb1Ru1Ag1_fea7a7,wB97M-V,0.553193,6,41
mlm_H2O1Be2Nb1Ru1Ag1_fea7a7,wB97M-V,-0.165985,7,44
mlm_H2O1Be2Nb1Ru1Ag1_fea7a7,wB97M-V,0.064095,8,47
mlm_H4N1Ti1Sb2Pt1_1d00de,wB97M-V,-0.009811,1,1
mlm_H4N1Ti1Sb2Pt1_1d00de,wB97M-V,-0.137147,2,1
mlm_H4N1Ti1Sb2Pt1_1d00de,wB97M-V,0.000766,3,1
mlm_H4N1Ti1Sb2Pt1_1d00de,wB97M-V,-0.123171,4,1
mlm_H4N1Ti1Sb2Pt1_1d00de,wB97M-V,-0.221495,5,7
mlm_H4N1Ti1Sb2Pt1_1d00de,wB97M-V,0.809005,6,22
mlm_H4N1Ti1Sb2Pt1_1d00de,wB97M-V,0.41792,7,51
mlm_H4N1Ti1Sb2Pt1_1d00de,wB97M-V,0.281089,8,51
mlm_H4N1Ti1Sb2Pt1_1d00de,wB97M-V,-0.017151,9,78
mlm_H3Li2F2Ne1Cu2Hg1_0fea50,wB97M-V,0.119848,1,1
mlm_H3Li2F2Ne1Cu2Hg1_0fea50,wB97M-V,-0.294321,2,1
mlm_H3Li2F2Ne1Cu2Hg1_0fea50,wB97M-V,-0.200751,3,1
mlm_H3Li2F2Ne1Cu2Hg1_0fea50,wB97M-V,0.155874,4,3
mlm_H3Li2F2Ne1Cu2Hg1_0fea50,wB97M-V,0.179617,5,3
mlm_H3Li2F2Ne1Cu2Hg1_0fea50,wB97M-V,-0.277708,6,9
mlm_H3Li2F2Ne1Cu2Hg1_0fea50,wB97M-V,-0.298988,7,9
mlm_H3Li2F2Ne1Cu2Hg1_0fea50,wB97M-V,0.112441,8,10
mlm_H3Li2F2Ne1Cu2Hg1_0fea50,wB97M-V,-0.310551,9,29
mlm_H3Li2F2Ne1Cu2Hg1_0fea50,wB97M-V,-0.227579,10,29
mlm_H3Li2F2Ne1Cu2Hg1_0fea50,wB97M-V,0.042503,11,80
mlm_H3F2Si2Cl1Sr1Au2_5f845d,wB97M-V,-0.090048,1,1
mlm_H3F2Si2Cl1Sr1Au2_5f845d,wB97M-V,-0.124555,2,1
mlm_H3F2Si2Cl1Sr1Au2_5f845d,wB97M-V,-0.084289,3,1
mlm_H3F2Si2Cl1Sr1Au2_5f845d,wB97M-V,-0.463526,4,9
mlm_H3F2Si2Cl1Sr1Au2_5f845d,wB97M-V,-0.098984,5,9
mlm_H3F2Si2Cl1Sr1Au2_5f845d,wB97M-V,0.292473,6,14
mlm_H3F2Si2Cl1Sr1Au2_5f845d,wB97M-V,0.164454,7,14
mlm_H3F2Si2Cl1Sr1Au2_5f845d,wB97M-V,-0.100768,8,17
mlm_H3F2Si2Cl1Sr1Au2_5f845d,wB97M-V,0.528838,9,38
mlm_H3F2Si2Cl1Sr1Au2_5f845d,wB97M-V,0.134264,10,79
mlm_H3F2Si2Cl1Sr1Au2_5f845d,wB97M-V,-0.157659,11,79
mlm_H3O1Mg2Ag2_627aae,wB97M-V,-0.200839,1,1
mlm_H3O1Mg2Ag2_627aae,wB97M-V,-0.138478,2,1
mlm_H3O1Mg2Ag2_627aae,wB97M-V,-0.175545,3,1
mlm_H3O1Mg2Ag2_627aae,wB97M-V,-0.486881,4,8
mlm_H3O1Mg2Ag2_627aae,wB97M-V,0.52972,5,12
mlm_H3O1Mg2Ag2_627aae,wB97M-V,0.516391,6,12
mlm_H3O1Mg2Ag2_627aae,wB97M-V,0.54569,7,47
mlm_H3O1Mg2Ag2_627aae,wB97M-V,0.40994,8,47
mlm_H3O2Ge1Se2Sr1_b6381d,wB97M-V,-0.07881,1,1
mlm_H3O2Ge1Se2Sr1_b6381d,wB97M-V,-0.083859,2,1
mlm_H3O2Ge1Se2Sr1_b6381d,wB97M-V,-0.083202,3,1
mlm_H3O2Ge1Se2Sr1_b6381d,wB97M-V,-0.48552,4,8
mlm_H3O2Ge1Se2Sr1_b6381d,wB97M-V,-0.485628,5,8
mlm_H3O2Ge1Se2Sr1_b6381d,wB97M-V,0.183508,6,32
mlm_H3O2Ge1Se2Sr1_b6381d,wB97M-V,-0.388436,7,34
mlm_H3O2Ge1Se2Sr1_b6381d,wB97M-V,-0.024431,8,34
mlm_H3O2Ge1Se2Sr1_b6381d,wB97M-V,0.447211,9,38
mlm_C2H2F2Rb1Tl1_188f4b,wB97M-V,0.019236,1,1
mlm_C2H2F2Rb1Tl1_188f4b,wB97M-V,-0.265107,2,1
mlm_C2H2F2Rb1Tl1_188f4b,wB97M-V,-0.268104,3,6
mlm_C2H2F2Rb1Tl1_188f4b,wB97M-V,0.123637,4,6
mlm_C2H2F2Rb1Tl1_188f4b,wB97M-V,-0.115882,5,9
mlm_C2H2F2Rb1Tl1_188f4b,wB97M-V,-0.1367,6,9
mlm_C2H2F2Rb1Tl1_188f4b,wB97M-V,0.518949,7,37
mlm_C2H2F2Rb1Tl1_188f4b,wB97M-V,0.12404,8,81
mlm_H2B2Cl1Rb1Sn2_0d0373,wB97M-V,-0.072687,1,1
mlm_H2B2Cl1Rb1Sn2_0d0373,wB97M-V,-0.059277,2,1
mlm_H2B2Cl1Rb1Sn2_0d0373,wB97M-V,-0.049759,3,5
mlm_H2B2Cl1Rb1Sn2_0d0373,wB97M-V,-0.159163,4,5
mlm_H2B2Cl1Rb1Sn2_0d0373,wB97M-V,-0.146065,5,17
mlm_H2B2Cl1Rb1Sn2_0d0373,wB97M-V,0.530395,6,37
mlm_H2B2Cl1Rb1Sn2_0d0373,wB97M-V,-0.054456,7,50
mlm_H2B2Cl1Rb1Sn2_0d0373,wB97M-V,0.011017,8,50
mlm_C1H5N1O1Na1Tc2_2fecff,wB97M-V,0.023239,1,1
mlm_C1H5N1O1Na1Tc2_2fecff,wB97M-V,0.01218,2,1
mlm_C1H5N1O1Na1Tc2_2fecff,wB97M-V,-0.180116,3,1
mlm_C1H5N1O1Na1Tc2_2fecff,wB97M-V,0.087236,4,1
mlm_C1H5N1O1Na1Tc2_2fecff,wB97M-V,0.169178,5,1
mlm_C1H5N1O1Na1Tc2_2fecff,wB97M-V,-0.069283,6,6
mlm_C1H5N1O1Na1Tc2_2fecff,wB97M-V,-0.330572,7,7
mlm_C1H5N1O1Na1Tc2_2fecff,wB97M-V,-0.279392,8,8
mlm_C1H5N1O1Na1Tc2_2fecff,wB97M-V,0.608689,9,11
mlm_C1H5N1O1Na1Tc2_2fecff,wB97M-V,0.447336,10,43
mlm_C1H5N1O1Na1Tc2_2fecff,wB97M-V,0.511517,11,43
mlm_C1H2O2Al1Kr1Ba1_3238ec,wB97M-V,-0.08729,1,1
mlm_C1H2O2Al1Kr1Ba1_3238ec,wB97M-V,-0.396035,2,1
mlm_C1H2O2Al1Kr1Ba1_3238ec,wB97M-V,-0.102608,3,6
mlm_C1H2O2Al1Kr1Ba1_3238ec,wB97M-V,-0.214711,4,8
mlm_C1H2O2Al1Kr1Ba1_3238ec,wB97M-V,-0.587608,5,8
mlm_C1H2O2Al1Kr1Ba1_3238ec,wB97M-V,-0.038142,6,13
mlm_C1H2O2Al1Kr1Ba1_3238ec,wB97M-V,0.147868,7,36
mlm_C1H2O2Al1Kr1Ba1_3238ec,wB97M-V,0.279031,8,56
mlm_H1Li1Be1F1Cl2Ca1Bi2_0e3412,wB97M-V,-0.268104,1,1
mlm_H1Li1Be1F1Cl2Ca1Bi2_0e3412,wB97M-V,0.264233,2,3
mlm_H1Li1Be1F1Cl2Ca1Bi2_0e3412,wB97M-V,0.26867,3,4
mlm_H1Li1Be1F1Cl2Ca1Bi2_0e3412,wB97M-V,-0.24084,4,9
mlm_H1Li1Be1F1Cl2Ca1Bi2_0e3412,wB97M-V,-0.123549,5,17
mlm_H1Li1Be1F1Cl2Ca1Bi2_0e3412,wB97M-V,-0.15523,6,17
mlm_H1Li1Be1F1Cl2Ca1Bi2_0e3412,wB97M-V,0.642087,7,20
mlm_H1Li1Be1F1Cl2Ca1Bi2_0e3412,wB97M-V,0.014407,8,83
mlm_H1Li1Be1F1Cl2Ca1Bi2_0e3412,wB97M-V,0.598407,9,83
mlm_H3He1F2Ne2K1Sr2_96b234,wB97M-V,-0.313181,1,1
mlm_H3He1F2Ne2K1Sr2_96b234,wB97M-V,-0.362291,2,1
mlm_H3He1F2Ne2K1Sr2_96b234,wB97M-V,-0.333684,3,1
mlm_H3He1F2Ne2K1Sr2_96b234,wB97M-V,0.085651,4,2
mlm_H3He1F2Ne2K1Sr2_96b234,wB97M-V,-0.355644,5,9
mlm_H3He1F2Ne2K1Sr2_96b234,wB97M-V,-0.366767,6,9
mlm_H3He1F2Ne2K1Sr2_96b234,wB97M-V,0.129465,7,10
mlm_H3He1F2Ne2K1Sr2_96b234,wB97M-V,0.127718,8,10
mlm_H3He1F2Ne2K1Sr2_96b234,wB97M-V,0.465104,9,19
mlm_H3He1F2Ne2K1Sr2_96b234,wB97M-V,0.317645,10,38
mlm_H3He1F2Ne2K1Sr2_96b234,wB97M-V,0.606504,11,38
mlm_H5F1Ne1K1Sr2_5dde59,wB97M-V,-0.300035,1,1
mlm_H5F1Ne1K1Sr2_5dde59,wB97M-V,0.027248,2,1
mlm_H5F1Ne1K1Sr2_5dde59,wB97M-V,-0.300858,3,1
mlm_H5F1Ne1K1Sr2_5dde59,wB97M-V,-0.28878,4,1
mlm_H5F1Ne1K1Sr2_5dde59,wB97M-V,0.026144,5,1
mlm_H5F1Ne1K1Sr2_5dde59,wB97M-V,-0.42076,6,9
mlm_H5F1Ne1K1Sr2_5dde59,wB97M-V,0.086436,7,10
mlm_H5F1Ne1K1Sr2_5dde59,wB97M-V,0.335805,8,19
mlm_H5F1Ne1K1Sr2_5dde59,wB97M-V,0.878255,9,38
mlm_H5F1Ne1K1Sr2_5dde59,wB97M-V,0.956556,10,38
mlm_C2H2P2Ru1Sb1_901c0c,wB97M-V,-0.21188,1,1
mlm_C2H2P2Ru1Sb1_901c0c,wB97M-V,0.003041,2,1
mlm_C2H2P2Ru1Sb1_901c0c,wB97M-V,-0.187227,3,6
mlm_C2H2P2Ru1Sb1_901c0c,wB97M-V,-0.214049,4,6
mlm_C2H2P2Ru1Sb1_901c0c,wB97M-V,-0.1708,5,15
mlm_C2H2P2Ru1Sb1_901c0c,wB97M-V,-0.092119,6,15
mlm_C2H2P2Ru1Sb1_901c0c,wB97M-V,0.05142,7,44
mlm_C2H2P2Ru1Sb1_901c0c,wB97M-V,-0.178389,8,51
mlm_C2H4Tc1In1_513733,wB97M-V,-0.058159,1,1
mlm_C2H4Tc1In1_513733,wB97M-V,-0.203393,2,1
mlm_C2H4Tc1In1_513733,wB97M-V,0.056926,3,1
mlm_C2H4Tc1In1_513733,wB97M-V,-0.201877,4,1
mlm_C2H4Tc1In1_513733,wB97M-V,-0.302591,5,6
mlm_C2H4Tc1In1_513733,wB97M-V,-0.290723,6,6
mlm_C2H4Tc1In1_513733,wB97M-V,0.481646,7,43
mlm_C2H4Tc1In1_513733,wB97M-V,0.518168,8,49
mlm_H5O2B2P1Br1Cs1Pb1_a3c70d,wB97M-V,-0.093535,1,1
mlm_H5O2B2P1Br1Cs1Pb1_a3c70d,wB97M-V,-0.053813,2,1
mlm_H5O2B2P1Br1Cs1Pb1_a3c70d,wB97M-V,-0.007789,3,1
mlm_H5O2B2P1Br1Cs1Pb1_a3c70d,wB97M-V,0.020997,4,1
mlm_H5O2B2P1Br1Cs1Pb1_a3c70d,wB97M-V,-0.125492,5,1
mlm_H5O2B2P1Br1Cs1Pb1_a3c70d,wB97M-V,0.111001,6,5
mlm_H5O2B2P1Br1Cs1Pb1_a3c70d,wB97M-V,-0.113004,7,5
mlm_H5O2B2P1Br1Cs1Pb1_a3c70d,wB97M-V,-0.258696,8,8
mlm_H5O2B2P1Br1Cs1Pb1_a3c70d,wB97M-V,-0.470211,9,8
mlm_H5O2B2P1Br1Cs1Pb1_a3c70d,wB97M-V,0.009075,10,15
mlm_H5O2B2P1Br1Cs1Pb1_a3c70d,wB97M-V,-0.00997,11,35
mlm_H5O2B2P1Br1Cs1Pb1_a3c70d,wB97M-V,0.442809,12,55
mlm_H5O2B2P1Br1Cs1Pb1_a3c70d,wB97M-V,0.548725,13,82
mlm_H4N1B2As1Tc2_4165e3,wB97M-V,-0.199005,1,1
mlm_H4N1B2As1Tc2_4165e3,wB97M-V,-0.148492,2,1
mlm_H4N1B2As1Tc2_4165e3,wB97M-V,-0.150205,3,1
mlm_H4N1B2As1Tc2_4165e3,wB97M-V,-0.137774,4,1
mlm_H4N1B2As1Tc2_4165e3,wB97M-V,0.035558,5,5
mlm_H4N1B2As1Tc2_4165e3,wB97M-V,0.211644,6,5
mlm_H4N1B2As1Tc2_4165e3,wB97M-V,-0.251226,7,7
mlm_H4N1B2As1Tc2_4165e3,wB97M-V,-0.037223,8,33
mlm_H4N1B2As1Tc2_4165e3,wB97M-V,0.357878,9,43
mlm_H4N1B2As1Tc2_4165e3,wB97M-V,0.318847,10,43
mlm_C1H1O1Li1B1Mg1Ar1Rn1_e4bbfb,wB97M-V,0.105972,1,1
mlm_C1H1O1Li1B1Mg1Ar1Rn1_e4bbfb,wB97M-V,0.47164,2,3
mlm_C1H1O1Li1B1Mg1Ar1Rn1_e4bbfb,wB97M-V,0.352512,3,5
mlm_C1H1O1Li1B1Mg1Ar1Rn1_e4bbfb,wB97M-V,-0.168733,4,6
mlm_C1H1O1Li1B1Mg1Ar1Rn1_e4bbfb,wB97M-V,-0.633153,5,8
mlm_C1H1O1Li1B1Mg1Ar1Rn1_e4bbfb,wB97M-V,0.53095,6,12
mlm_C1H1O1Li1B1Mg1Ar1Rn1_e4bbfb,wB97M-V,0.220199,7,18
mlm_C1H1O1Li1B1Mg1Ar1Rn1_e4bbfb,wB97M-V,0.120604,8,86
mlm_H2O3Si1Ar1Ba1_34e661,wB97M-V,0.036865,1,1
mlm_H2O3Si1Ar1Ba1_34e661,wB97M-V,0.260245,2,1
mlm_H2O3Si1Ar1Ba1_34e661,wB97M-V,-0.2353,3,8
mlm_H2O3Si1Ar1Ba1_34e661,wB97M-V,-0.423899,4,8
mlm_H2O3Si1Ar1Ba1_34e661,wB97M-V,-0.219927,5,8
mlm_H2O3Si1Ar1Ba1_34e661,wB97M-V,0.741542,6,14
mlm_H2O3Si1Ar1Ba1_34e661,wB97M-V,0.561242,7,18
